Date	Plot	Section	Buds	Flowers	Senescent	Larvae	Eaten	Field_remarks	General_remarks
2003-08-05	Dry2	B	0	0	50	0	0	No remarks	No remarks
2003-08-05	Dry2	C	0	1	49	0	0	No remarks	No remarks
2003-08-05	Dry2	D	0	0	50	0	0	No remarks	No remarks
2003-08-05	Dry6	A	0	0	50	0	0	No remarks	No remarks
2003-08-05	Dry6	B	0	0	50	0	0	No remarks	No remarks
2003-08-05	Dry6	C	0	0	50	0	0	No remarks	No remarks
2003-08-05	Dry6	D	0	0	50	0	0	No remarks	No remarks
2003-08-12	Dry2	A	0	0	50	0	0	No remarks	No remarks
2003-08-12	Dry2	B	0	0	50	0	0	No remarks	No remarks
2003-08-12	Dry2	C	0	0	50	0	0	No remarks	No remarks
2003-08-12	Dry2	D	0	0	50	0	0	No remarks	No remarks
2003-08-12	Dry6	A	0	0	50	0	0	No remarks	No remarks
2003-08-12	Dry6	B	0	0	50	0	0	No remarks	No remarks
2003-08-12	Dry6	C	0	0	50	0	0	No remarks	No remarks
2003-08-12	Dry6	D	0	0	50	0	0	No remarks	No remarks
2004-06-01	Dry1	A	0	0	0	0	0	27 m from plot to edge of snow	No remarks
2004-06-01	Dry1	B	0	0	0	0	0	27 m from plot to edge of snow	No remarks
2004-06-01	Dry1	C	0	0	0	0	0	27 m from plot to edge of snow	No remarks
2004-06-01	Dry1	D	0	0	0	0	0	27 m from plot to edge of snow	No remarks
2004-06-01	Dry4	A	0	0	0	0	0	No remarks	No remarks
2004-06-01	Dry4	B	0	0	0	0	0	No remarks	No remarks
2004-06-01	Dry4	C	0	0	0	0	0	No remarks	No remarks
2004-06-01	Dry4	D	0	0	0	0	0	No remarks	No remarks
2004-06-01	Dry5	A	0	0	0	0	0	No remarks	No remarks
2004-06-01	Dry5	B	0	0	0	0	0	No remarks	No remarks
2004-06-01	Dry5	C	0	0	0	0	0	No remarks	No remarks
2004-06-01	Dry5	D	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry1	A	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry1	B	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry1	C	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry1	D	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry3	A	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry3	B	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry3	C	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry3	D	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry4	A	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry4	B	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry4	C	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry4	D	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry5	A	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry5	B	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry5	C	0	0	0	0	0	No remarks	No remarks
2004-06-03	Dry5	D	0	0	0	0	0	No remarks	No remarks
2004-06-10	Dry1	A	49	0	0	0	0	No remarks	No remarks
2004-06-10	Dry1	B	29	0	0	0	0	No remarks	No remarks
2004-06-10	Dry1	C	49	0	0	0	0	No remarks	No remarks
2004-06-10	Dry1	D	28	0	0	0	0	No remarks	No remarks
2004-06-10	Dry3	A	0	0	0	0	0	No remarks	No remarks
2004-06-10	Dry3	B	0	0	0	0	0	No remarks	No remarks
2004-06-10	Dry3	C	0	0	0	0	0	No remarks	No remarks
2004-06-10	Dry3	D	0	0	0	0	0	No remarks	No remarks
2004-06-10	Dry4	A	35	0	0	0	0	No remarks	No remarks
2004-06-10	Dry4	B	8	0	0	0	0	No remarks	No remarks
2004-06-10	Dry4	C	9	0	0	0	0	No remarks	No remarks
2004-06-10	Dry4	D	7	0	0	0	0	No remarks	No remarks
2004-06-10	Dry5	A	36	0	0	0	0	No remarks	No remarks
2004-06-10	Dry5	B	50	0	0	0	0	No remarks	No remarks
2004-06-10	Dry5	C	31	1	0	0	0	No remarks	No remarks
2004-06-10	Dry5	D	50	0	0	0	0	No remarks	No remarks
2004-06-17	Dry1	A	51	4	0	0	0	No remarks	No remarks
2004-06-17	Dry1	B	41	10	0	0	0	No remarks	No remarks
2004-06-17	Dry1	C	56	2	0	0	0	No remarks	No remarks
2004-06-17	Dry1	D	48	4	0	0	0	No remarks	No remarks
2004-06-17	Dry3	A	36	0	0	0	0	No remarks	No remarks
2004-06-17	Dry3	B	28	0	0	0	0	No remarks	No remarks
2004-06-17	Dry3	C	47	0	0	0	0	No remarks	No remarks
2004-06-17	Dry3	D	27	0	0	0	0	No remarks	No remarks
2004-06-17	Dry4	A	41	1	0	0	0	No remarks	No remarks
2004-06-17	Dry4	B	21	0	0	0	0	No remarks	No remarks
2004-06-17	Dry4	C	32	2	0	0	0	No remarks	No remarks
2004-06-17	Dry4	D	39	0	0	0	0	No remarks	No remarks
2004-06-17	Dry5	A	34	14	0	0	0	No remarks	No remarks
2004-06-17	Dry5	B	67	25	3	0	0	No remarks	No remarks
2004-06-17	Dry5	C	53	9	0	0	0	No remarks	No remarks
2004-06-17	Dry5	D	74	10	0	0	0	No remarks	No remarks
2004-06-24	Dry1	A	11	64	18	0	4	2 empty buds included in bud number	No remarks
2004-06-24	Dry1	B	8	47	19	0	3	3 empty buds included in bud number	No remarks
2004-06-24	Dry1	C	14	53	38	0	5	5 empty buds included in bud number	No remarks
2004-06-24	Dry1	D	5	53	13	0	2	No remarks	No remarks
2004-06-24	Dry2	A	0	0	0	0	0	No remarks	No remarks
2004-06-24	Dry2	B	0	0	0	0	0	No remarks	No remarks
2004-06-24	Dry2	C	0	0	0	0	0	No remarks	No remarks
2004-06-24	Dry2	D	0	0	0	0	0	No remarks	No remarks
2004-06-24	Dry3	A	21	41	0	0	5	1 empty bud included in bud number	No remarks
2004-06-24	Dry3	B	14	20	2	0	9	5 empty buds included in bud number	No remarks
2004-06-24	Dry3	C	24	40	1	0	5	1 empty bud included in bud number	No remarks
2004-06-24	Dry3	D	17	17	7	0	5	1 empty bud included in bud number	No remarks
2004-06-24	Dry4	A	15	34	3	0	0	2 empty buds included in bud number	No remarks
2004-06-24	Dry4	B	14	15	1	0	1	3 empty buds included in bud number	No remarks
2004-06-24	Dry4	C	5	33	8	0	1	No remarks	No remarks
2004-06-24	Dry4	D	11	37	9	0	2	No remarks	No remarks
2004-06-24	Dry5	A	8	14	24	1	1	6 empty buds included in bud number	No remarks
2004-06-24	Dry5	B	9	19	23	0	0	6 empty buds included in bud number	No remarks
2004-06-24	Dry5	C	6	27	13	0	1	No remarks	No remarks
2004-06-24	Dry5	D	11	34	21	0	1	No remarks	No remarks
2004-06-24	Dry6	A	0	0	0	0	0	No remarks	No remarks
2004-06-24	Dry6	B	0	0	0	0	0	No remarks	No remarks
2004-06-24	Dry6	C	0	0	0	0	0	No remarks	No remarks
2004-06-24	Dry6	D	0	0	0	0	0	No remarks	No remarks
2004-07-01	Dry1	A	1	2	58	0	0	No remarks	No remarks
2004-07-01	Dry1	B	0	6	54	0	1	No remarks	No remarks
2004-07-01	Dry1	C	2	2	50	0	0	1 empty bud included in bud number	No remarks
2004-07-01	Dry1	D	0	3	54	0	1	No remarks	No remarks
2004-07-01	Dry2	A	0	0	0	0	0	No remarks	No remarks
2004-07-01	Dry2	B	0	0	0	0	0	No remarks	No remarks
2004-07-01	Dry2	C	0	0	0	0	0	No remarks	No remarks
2004-07-01	Dry2	D	0	0	0	0	0	No remarks	No remarks
2004-07-01	Dry3	A	1	19	54	0	11	No remarks	No remarks
2004-07-01	Dry3	B	6	9	30	0	0	4 empty buds included in bud number	No remarks
2004-07-01	Dry3	C	9	24	31	0	8	6 empty buds included in bud number	No remarks
2004-07-01	Dry3	D	2	9	20	0	1	No remarks	No remarks
2004-07-01	Dry4	A	6	10	37	0	3	5 empty buds, not included in bud number	No remarks
2004-07-01	Dry4	B	10	13	28	0	3	6 empty buds included in bud number	No remarks
2004-07-01	Dry4	C	1	2	45	0	1	No remarks	No remarks
2004-07-01	Dry4	D	1	6	45	0	5	1 empty bud included in bud number	No remarks
2004-07-01	Dry5	A	4	0	49	0	0	4 empty buds included in bud number	No remarks
2004-07-01	Dry5	B	0	0	52	0	0	No remarks	No remarks
2004-07-01	Dry5	C	0	0	46	0	0	No remarks	No remarks
2004-07-01	Dry5	D	4	3	51	0	0	4 empty buds included in bud number	No remarks
2004-07-01	Dry6	A	0	0	0	0	0	No remarks	No remarks
2004-07-01	Dry6	B	0	0	0	0	0	No remarks	No remarks
2004-07-01	Dry6	C	0	0	0	0	0	No remarks	No remarks
2004-07-01	Dry6	D	0	0	0	0	0	No remarks	No remarks
2004-07-08	Dry1	A	0	0	50	0	0	No remarks	No remarks
2004-07-08	Dry1	B	0	0	60	0	0	No remarks	No remarks
2004-07-08	Dry1	C	0	0	20	0	0	No remarks	No remarks
2004-07-08	Dry1	D	0	0	50	0	0	No remarks	No remarks
2004-07-08	Dry2	A	21	0	0	0	0	No remarks	No remarks
2004-07-08	Dry2	B	33	0	0	0	0	No remarks	No remarks
2004-07-08	Dry2	C	12	0	0	0	0	No remarks	No remarks
2004-07-08	Dry2	D	18	0	0	0	0	No remarks	No remarks
2004-07-08	Dry3	A	0	0	54	0	0	No remarks	No remarks
2004-07-08	Dry3	B	0	0	49	0	0	No remarks	No remarks
2004-07-08	Dry3	C	0	0	67	0	0	No remarks	No remarks
2004-07-08	Dry3	D	0	0	32	0	0	No remarks	No remarks
2004-07-08	Dry4	A	0	1	58	0	0	No remarks	No remarks
2004-07-08	Dry4	B	0	0	48	0	0	No remarks	No remarks
2004-07-08	Dry4	C	0	0	45	0	0	No remarks	No remarks
2004-07-08	Dry4	D	0	0	50	0	0	No remarks	No remarks
2004-07-08	Dry5	A	0	0	42	0	0	No remarks	No remarks
2004-07-08	Dry5	B	0	0	50	0	0	No remarks	No remarks
2004-07-08	Dry5	C	0	0	39	0	0	No remarks	No remarks
2004-07-08	Dry5	D	0	0	46	0	0	No remarks	No remarks
2004-07-08	Dry6	A	58	0	0	0	0	No remarks	No remarks
2004-07-08	Dry6	B	39	0	0	0	0	No remarks	No remarks
2004-07-08	Dry6	C	46	0	0	0	0	No remarks	No remarks
2004-07-08	Dry6	D	54	0	0	0	0	No remarks	No remarks
2004-07-15	Dry2	A	46	10	0	0	0	No remarks	No remarks
2004-07-15	Dry2	B	45	7	0	0	0	No remarks	No remarks
2004-07-15	Dry2	C	52	3	0	0	0	No remarks	No remarks
2004-07-15	Dry2	D	33	27	0	0	2	No remarks	No remarks
2004-07-16	Dry6	A	45	60	0	0	1	No remarks	No remarks
2004-07-16	Dry6	B	31	22	0	0	0	No remarks	No remarks
2004-07-16	Dry6	C	77	8	0	0	0	No remarks	No remarks
2004-07-16	Dry6	D	28	23	0	0	0	No remarks	No remarks
2004-07-22	Dry2	A	5	32	30	0	0	No remarks	No remarks
2004-07-22	Dry2	B	1	49	13	0	0	No remarks	No remarks
2004-07-22	Dry2	C	2	46	9	0	0	No remarks	No remarks
2004-07-22	Dry2	D	2	31	29	0	1	No remarks	No remarks
2004-07-22	Dry6	A	0	26	40	0	0	No remarks	No remarks
2004-07-22	Dry6	B	3	34	22	0	0	No remarks	No remarks
2004-07-22	Dry6	C	0	49	20	0	0	No remarks	No remarks
2004-07-22	Dry6	D	0	44	14	0	0	No remarks	No remarks
2004-07-29	Dry2	A	0	8	53	0	0	No remarks	No remarks
2004-07-29	Dry2	B	0	8	47	0	0	No remarks	No remarks
2004-07-29	Dry2	C	0	6	55	0	0	No remarks	No remarks
2004-07-29	Dry2	D	0	2	57	0	0	No remarks	No remarks
2004-07-29	Dry6	A	0	4	55	0	0	No remarks	No remarks
2004-07-29	Dry6	B	0	7	45	0	0	No remarks	No remarks
2004-07-29	Dry6	C	0	6	78	0	0	No remarks	No remarks
2004-07-29	Dry6	D	1	13	39	0	0	No remarks	No remarks
2004-08-05	Dry2	A	0	0	58	0	0	No remarks	No remarks
2004-08-05	Dry2	B	0	0	50	0	0	No remarks	No remarks
2004-08-05	Dry2	C	0	0	50	0	0	No remarks	No remarks
2004-08-05	Dry2	D	0	0	50	0	0	No remarks	No remarks
2004-08-05	Dry6	A	0	0	50	0	0	No remarks	No remarks
2004-08-05	Dry6	B	0	0	50	0	0	No remarks	No remarks
2004-08-05	Dry6	C	0	0	50	0	0	No remarks	No remarks
2004-08-05	Dry6	D	0	0	50	0	0	No remarks	No remarks
2005-06-04	Dry1	A	11	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry1	B	5	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry1	C	3	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry1	D	5	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry3	A	3	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry3	B	1	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry3	C	2	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry3	D	3	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry4	B	1	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry5	A	5	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry5	B	8	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-04	Dry5	D	5	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry1	A	19	4	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry1	B	28	3	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry1	C	31	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry1	D	21	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry3	A	16	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry3	B	5	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry3	C	12	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry3	D	16	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry4	A	6	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry4	B	6	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry4	C	2	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry4	D	6	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry5	A	17	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry5	B	22	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry5	C	8	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-10	Dry5	D	21	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry1	A	1	32	7	1	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry1	B	5	35	10	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry1	C	8	42	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry1	D	6	38	6	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry3	A	21	29	0	0	6	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry3	B	17	33	0	0	4	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry3	C	11	31	0	0	1	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry3	D	15	18	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry4	A	5	25	0	0	2	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry4	B	12	12	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry4	C	0	13	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry4	D	6	36	0	0	1	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry5	A	4	41	5	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry5	B	1	45	4	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry5	C	1	24	2	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-17	Dry5	D	1	39	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry1	A	0	10	40	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry1	B	0	12	38	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry1	C	0	24	26	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry1	D	0	15	35	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry3	A	3	30	17	0	2	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry3	B	0	25	14	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry3	C	4	28	10	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry3	D	2	32	16	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry4	A	2	22	16	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry4	B	6	24	4	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry4	C	3	8	5	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry4	D	2	27	19	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry5	A	2	16	32	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry5	B	0	5	45	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry5	C	0	27	18	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry5	D	1	25	24	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry6	A	5	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-06-24	Dry6	D	5	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry1	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry1	B	0	6	44	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry1	C	0	2	48	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry1	D	0	1	49	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry2	C	2	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry3	A	1	8	41	0	1	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry3	B	0	5	34	0	1	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry3	C	1	8	36	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry3	D	0	9	41	0	4	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry4	A	0	1	36	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry4	B	0	12	22	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry4	C	0	4	14	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry4	D	0	7	43	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry5	A	0	4	46	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry5	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry5	C	0	4	39	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry5	D	0	5	45	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry6	A	19	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-01	Dry6	D	22	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry1	A	0	1	49	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry1	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry1	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry1	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry2	A	6	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry2	B	1	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry2	C	7	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry2	D	4	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry3	A	0	1	49	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry3	B	0	0	40	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry3	C	0	3	41	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry3	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry4	A	0	1	38	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry4	B	0	1	33	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry4	C	0	0	18	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry4	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry5	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry5	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry5	C	0	0	45	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry5	D	0	1	49	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry6	A	42	8	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry6	B	29	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry6	C	34	0	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-08	Dry6	D	39	11	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry1	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry1	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry1	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry1	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry2	A	40	10	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry2	B	41	9	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry2	C	45	5	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry2	D	44	6	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry3	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry3	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry3	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry3	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry4	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry4	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry4	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry4	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry5	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry5	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry5	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry5	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry6	A	6	37	7	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry6	B	28	21	1	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry6	C	45	5	0	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Dry6	D	10	35	5	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry1	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry1	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry1	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry1	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry2	A	0	37	13	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry2	B	1	32	17	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry2	C	0	36	14	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry2	D	1	47	2	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry3	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry3	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry3	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry3	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry4	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry4	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry4	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry4	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry5	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry5	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry5	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry5	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry6	A	0	9	41	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry6	B	0	16	36	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry6	C	0	34	16	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Dry6	D	0	8	42	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Dry1	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Dry1	B	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Dry1	C	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Dry1	D	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Dry2	A	0	0	50	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Dry2	B	0	6	44	0	0	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Dry2	C	0	2	48	0	0	No remarks	Note that weekly values have been missing but were added in 2023
