Date	Plot	Section	Buds	Flowers	Senescent	Open	Field_remarks	General_remarks
2003-07-29	Sax1	D	0	0	50	0	No remarks	No remarks
2003-07-29	Sax2	A	0	0	38	0	No remarks	No remarks
2003-07-29	Sax2	B	0	0	35	0	No remarks	No remarks
2003-07-29	Sax2	C	0	0	50	0	No remarks	No remarks
2003-07-29	Sax2	D	0	1	49	0	No remarks	No remarks
2003-07-29	Sax3	A	0	0	50	0	No remarks	No remarks
2003-07-29	Sax3	B	0	0	50	0	No remarks	No remarks
2003-07-29	Sax3	C	0	0	50	0	No remarks	No remarks
2003-07-29	Sax3	D	0	0	50	0	No remarks	No remarks
2003-08-05	Sax1	A	0	0	45	5	No remarks	No remarks
2003-08-05	Sax1	B	0	0	27	23	No remarks	No remarks
2003-08-05	Sax1	C	0	0	25	25	No remarks	No remarks
2003-08-05	Sax1	D	0	0	31	19	No remarks	No remarks
2003-08-05	Sax2	A	0	0	38	6	No remarks	No remarks
2003-08-05	Sax2	B	0	0	34	8	No remarks	No remarks
2003-08-05	Sax2	C	0	0	38	12	No remarks	No remarks
2003-08-05	Sax2	D	0	1	47	2	No remarks	No remarks
2003-08-05	Sax3	A	0	0	47	3	No remarks	No remarks
2003-08-05	Sax3	B	0	0	28	22	No remarks	No remarks
2003-08-05	Sax3	C	0	0	47	3	No remarks	No remarks
2003-08-05	Sax3	D	0	0	48	2	No remarks	No remarks
2003-08-12	Sax1	A	0	0	6	44	No remarks	No remarks
2003-08-12	Sax1	B	0	0	1	49	No remarks	No remarks
2003-08-12	Sax1	C	0	0	0	50	No remarks	No remarks
2003-08-12	Sax1	D	0	0	2	48	No remarks	No remarks
2003-08-12	Sax2	A	0	0	18	24	No remarks	No remarks
2003-08-12	Sax2	B	0	0	18	23	No remarks	No remarks
2003-08-12	Sax2	C	0	0	16	34	No remarks	No remarks
2003-08-12	Sax2	D	0	0	27	23	No remarks	No remarks
2003-08-12	Sax3	A	0	0	15	35	No remarks	No remarks
2003-08-12	Sax3	B	0	0	11	39	No remarks	No remarks
2003-08-12	Sax3	C	0	0	7	43	No remarks	No remarks
2003-08-12	Sax3	D	0	0	17	33	No remarks	No remarks
2003-08-19	Sax1	A	0	0	0	50	No remarks	No remarks
2003-08-19	Sax1	B	0	0	0	50	No remarks	No remarks
2003-08-19	Sax1	C	0	0	1	49	No remarks	No remarks
2003-08-19	Sax1	D	0	0	4	46	No remarks	No remarks
2003-08-19	Sax2	A	0	0	3	37	No remarks	No remarks
2003-08-19	Sax2	B	0	2	5	36	No remarks	No remarks
2003-08-19	Sax2	C	0	0	0	50	No remarks	No remarks
2003-08-19	Sax2	D	0	0	5	45	No remarks	No remarks
2003-08-19	Sax3	A	0	0	0	50	No remarks	No remarks
2003-08-19	Sax3	B	1	0	0	49	No remarks	No remarks
2003-08-19	Sax3	C	1	0	0	49	No remarks	No remarks
2003-08-19	Sax3	D	0	0	0	50	No remarks	No remarks
2003-08-26	Sax1	A	0	0	0	50	No remarks	No remarks
2003-08-26	Sax1	B	0	0	0	50	No remarks	No remarks
2003-08-26	Sax1	C	0	1	0	49	No remarks	No remarks
2003-08-26	Sax1	D	0	0	0	50	No remarks	No remarks
2003-08-26	Sax2	A	0	0	0	36	No remarks	No remarks
2003-08-26	Sax2	B	0	2	0	41	No remarks	No remarks
2003-08-26	Sax2	C	0	0	0	50	No remarks	No remarks
2003-08-26	Sax2	D	0	0	1	49	No remarks	No remarks
2003-08-26	Sax3	A	0	0	0	50	No remarks	No remarks
2003-08-26	Sax3	B	0	1	0	49	No remarks	No remarks
2003-08-26	Sax3	C	0	1	0	49	No remarks	No remarks
2003-08-26	Sax3	D	0	0	0	50	No remarks	No remarks
2004-06-02	Sax1	A	40	10	0	0	No remarks	No remarks
2004-06-02	Sax1	B	32	18	0	0	No remarks	No remarks
2004-06-02	Sax1	C	43	7	0	0	No remarks	No remarks
2004-06-02	Sax1	D	34	16	0	0	No remarks	No remarks
2004-06-02	Sax2	A	23	12	0	0	No remarks	No remarks
2004-06-02	Sax2	B	18	14	0	0	No remarks	No remarks
2004-06-02	Sax2	C	46	4	0	0	No remarks	No remarks
2004-06-02	Sax2	D	39	11	0	0	No remarks	No remarks
2004-06-02	Sax3	A	21	29	0	0	No remarks	Much wind-blown gravel in plot
2004-06-02	Sax3	B	4	46	0	0	No remarks	Much wind-blown gravel in plot
2004-06-02	Sax3	C	42	12	0	0	No remarks	Much wind-blown gravel in plot
2004-06-02	Sax3	D	11	41	0	0	No remarks	Much wind-blown gravel in plot
2004-06-03	Sax1	A	28	22	0	0	No remarks	No remarks
2004-06-03	Sax1	B	33	17	0	0	No remarks	No remarks
2004-06-03	Sax1	C	34	16	0	0	No remarks	No remarks
2004-06-03	Sax1	D	41	9	0	0	No remarks	No remarks
2004-06-03	Sax2	A	33	10	0	0	No remarks	No remarks
2004-06-03	Sax2	B	39	17	0	0	No remarks	No remarks
2004-06-03	Sax2	C	34	16	0	0	No remarks	No remarks
2004-06-03	Sax2	D	38	12	0	0	No remarks	No remarks
2004-06-03	Sax3	A	10	40	0	0	No remarks	No remarks
2004-06-03	Sax3	B	5	45	0	0	No remarks	No remarks
2004-06-03	Sax3	C	47	24	0	0	No remarks	No remarks
2004-06-03	Sax3	D	1	49	0	0	No remarks	No remarks
2004-06-10	Sax1	A	10	42	1	0	No remarks	No remarks
2004-06-10	Sax1	B	10	42	4	0	No remarks	No remarks
2004-06-10	Sax1	C	3	49	6	0	No remarks	No remarks
2004-06-10	Sax1	D	15	36	2	0	No remarks	No remarks
2004-06-10	Sax2	A	2	53	1	0	No remarks	No remarks
2004-06-10	Sax2	B	3	59	0	0	No remarks	No remarks
2004-06-10	Sax2	C	2	57	12	0	No remarks	No remarks
2004-06-10	Sax2	D	4	52	4	0	No remarks	No remarks
2004-06-10	Sax3	A	3	76	0	0	No remarks	No remarks
2004-06-10	Sax3	B	14	24	20	0	No remarks	No remarks
2004-06-10	Sax3	C	5	69	0	0	No remarks	No remarks
2004-06-10	Sax3	D	2	56	12	0	No remarks	No remarks
2004-06-17	Sax1	A	0	33	24	0	No remarks	No remarks
2004-06-17	Sax1	B	0	2	26	0	No remarks	No remarks
2004-06-17	Sax1	C	3	24	33	0	No remarks	No remarks
2004-06-17	Sax1	D	2	30	26	0	No remarks	No remarks
2004-06-17	Sax2	A	0	30	18	0	No remarks	No remarks
2004-06-17	Sax2	B	0	31	38	0	No remarks	No remarks
2004-06-17	Sax2	C	0	25	36	0	No remarks	No remarks
2004-06-17	Sax2	D	0	22	36	0	No remarks	No remarks
2004-06-17	Sax3	A	0	4	57	0	No remarks	No remarks
2004-06-17	Sax3	B	0	16	48	0	No remarks	No remarks
2004-06-17	Sax3	C	0	22	56	0	No remarks	No remarks
2004-06-17	Sax3	D	0	3	49	0	No remarks	No remarks
2004-06-24	Sax1	A	0	3	41	0	No remarks	No remarks
2004-06-24	Sax1	B	0	2	35	0	No remarks	No remarks
2004-06-24	Sax1	C	0	2	41	0	No remarks	No remarks
2004-06-24	Sax1	D	0	2	37	0	No remarks	No remarks
2004-06-24	Sax2	A	0	0	54	0	No remarks	No remarks
2004-06-24	Sax2	B	0	2	60	0	No remarks	No remarks
2004-06-24	Sax2	C	0	0	52	0	No remarks	No remarks
2004-06-24	Sax2	D	0	1	53	0	No remarks	No remarks
2004-06-24	Sax3	A	0	0	87	0	No remarks	No remarks
2004-06-24	Sax3	B	0	13	147	0	No remarks	No remarks
2004-06-24	Sax3	C	0	6	52	0	No remarks	No remarks
2004-06-24	Sax3	D	0	0	57	0	No remarks	No remarks
2004-07-01	Sax1	A	0	2	49	0	No remarks	No remarks
2004-07-01	Sax1	B	0	2	45	0	No remarks	No remarks
2004-07-01	Sax1	C	0	0	52	0	No remarks	No remarks
2004-07-01	Sax1	D	0	2	48	0	No remarks	No remarks
2004-07-01	Sax2	A	0	0	62	0	No remarks	No remarks
2004-07-01	Sax2	B	0	1	50	0	No remarks	No remarks
2004-07-01	Sax2	C	0	0	51	0	No remarks	No remarks
2004-07-01	Sax2	D	0	0	57	0	No remarks	No remarks
2004-07-01	Sax3	A	0	0	52	0	No remarks	No remarks
2004-07-01	Sax3	B	0	1	54	0	No remarks	No remarks
2004-07-01	Sax3	C	0	2	48	0	No remarks	No remarks
2004-07-01	Sax3	D	0	0	67	0	No remarks	No remarks
2004-07-08	Sax1	A	0	0	50	0	No remarks	No remarks
2004-07-08	Sax1	B	0	0	17	0	No remarks	No remarks
2004-07-08	Sax1	C	0	0	50	0	No remarks	No remarks
2004-07-08	Sax1	D	0	2	44	0	No remarks	No remarks
2004-07-08	Sax2	A	0	0	43	0	No remarks	No remarks
2004-07-08	Sax2	B	0	0	50	0	No remarks	No remarks
2004-07-08	Sax2	C	0	0	52	0	No remarks	No remarks
2004-07-08	Sax2	D	0	0	50	0	No remarks	No remarks
2004-07-08	Sax3	A	0	0	50	0	No remarks	No remarks
2004-07-08	Sax3	B	0	0	52	0	No remarks	No remarks
2004-07-08	Sax3	C	0	0	62	0	No remarks	No remarks
2004-07-08	Sax3	D	0	0	60	0	No remarks	No remarks
2004-07-15	Sax3	A	0	0	50	1	No remarks	No remarks
2004-07-15	Sax3	B	0	0	31	19	Open capsules look dry and withered	No remarks
2004-07-15	Sax3	C	0	0	57	0	No remarks	No remarks
2004-07-15	Sax3	D	0	0	58	0	No remarks	No remarks
2004-07-16	Sax1	A	0	0	50	0	No remarks	No remarks
2004-07-16	Sax1	B	0	0	10	2	No remarks	No remarks
2004-07-16	Sax1	C	0	0	24	11	No remarks	No remarks
2004-07-16	Sax1	D	0	0	26	1	No remarks	No remarks
2004-07-16	Sax2	A	0	0	47	3	No remarks	No remarks
2004-07-16	Sax2	B	0	0	49	0	No remarks	No remarks
2004-07-16	Sax2	C	0	0	82	0	No remarks	No remarks
2004-07-16	Sax2	D	0	2	49	1	No remarks	No remarks
2004-07-22	Sax1	A	0	0	42	9	No remarks	No remarks
2004-07-22	Sax1	B	0	0	22	11	No remarks	No remarks
2004-07-22	Sax1	C	0	0	23	24	No remarks	No remarks
2004-07-22	Sax1	D	0	0	10	18	No remarks	No remarks
2004-07-22	Sax2	A	0	0	40	7	No remarks	No remarks
2004-07-22	Sax2	B	0	0	48	7	No remarks	No remarks
2004-07-22	Sax2	C	0	0	53	1	No remarks	No remarks
2004-07-22	Sax2	D	0	0	66	4	No remarks	No remarks
2004-07-22	Sax3	A	0	0	26	24	No remarks	No remarks
2004-07-22	Sax3	B	0	1	22	38	No remarks	No remarks
2004-07-22	Sax3	C	0	0	6	49	No remarks	No remarks
2004-07-22	Sax3	D	0	0	61	2	No remarks	No remarks
2004-07-29	Sax1	A	0	0	4	40	No remarks	No remarks
2004-07-29	Sax1	B	0	0	0	28	No remarks	No remarks
2004-07-29	Sax1	C	0	0	2	51	No remarks	No remarks
2004-07-29	Sax1	D	0	0	4	39	No remarks	No remarks
2004-07-29	Sax2	A	0	0	15	30	No remarks	No remarks
2004-07-29	Sax2	B	0	0	15	36	No remarks	No remarks
2004-07-29	Sax2	C	0	0	17	39	No remarks	No remarks
2004-07-29	Sax2	D	0	0	20	30	No remarks	No remarks
2004-07-29	Sax3	A	0	0	19	39	No remarks	No remarks
2004-07-29	Sax3	B	0	1	10	41	No remarks	No remarks
2004-07-29	Sax3	C	0	1	9	46	No remarks	No remarks
2004-07-29	Sax3	D	0	0	42	20	No remarks	No remarks
2004-08-05	Sax1	A	0	0	0	57	No remarks	No remarks
2004-08-05	Sax1	B	0	0	0	38	No remarks	No remarks
2004-08-05	Sax1	C	0	0	0	50	No remarks	No remarks
2004-08-05	Sax1	D	0	0	4	45	No remarks	No remarks
2004-08-05	Sax2	A	0	0	0	42	No remarks	No remarks
2004-08-05	Sax2	B	0	0	0	51	No remarks	No remarks
2004-08-05	Sax2	C	0	0	0	62	No remarks	No remarks
2004-08-05	Sax2	D	0	0	0	51	No remarks	No remarks
2004-08-05	Sax3	A	0	0	1	51	No remarks	No remarks
2004-08-05	Sax3	B	0	0	5	54	No remarks	No remarks
2004-08-05	Sax3	C	2	2	0	53	No remarks	No remarks
2004-08-05	Sax3	D	0	0	6	54	No remarks	No remarks
2004-08-12	Sax1	A	0	0	0	50	No remarks	No remarks
2004-08-12	Sax1	B	0	0	0	50	No remarks	No remarks
2004-08-12	Sax1	C	0	0	0	38	No remarks	No remarks
2004-08-12	Sax1	D	0	0	0	47	No remarks	No remarks
2004-08-12	Sax2	A	0	0	0	42	No remarks	No remarks
2004-08-12	Sax2	B	1	2	0	51	No remarks	No remarks
2004-08-12	Sax2	C	0	0	0	62	No remarks	No remarks
2004-08-12	Sax2	D	0	0	0	51	No remarks	No remarks
2004-08-12	Sax3	A	0	0	0	50	No remarks	No remarks
2004-08-12	Sax3	B	0	0	1	53	No remarks	No remarks
2004-08-12	Sax3	C	0	2	2	59	No remarks	No remarks
2004-08-12	Sax3	D	0	0	0	53	No remarks	No remarks
2004-08-19	Sax3	A	-9999	-9999	-9999	-9999	No remarks	No remarks
2004-08-19	Sax3	B	-9999	-9999	-9999	-9999	No remarks	No remarks
2004-08-19	Sax3	C	1	2	2	0	2nd flowering	No remarks
2004-08-19	Sax3	D	-9999	-9999	-9999	-9999	No remarks	No remarks
2004-08-26	Sax2	A	0	0	0	-9999	No remarks	No remarks
2004-08-26	Sax2	B	0	2	2	-9999	No remarks	No remarks
2004-08-26	Sax2	C	0	1	0	-9999	No remarks	No remarks
2004-08-26	Sax2	D	1	1	0	-9999	No remarks	No remarks
2004-08-26	Sax3	A	-9999	-9999	-9999	-9999	No remarks	No remarks
2004-08-26	Sax3	B	-9999	-9999	-9999	-9999	No remarks	No remarks
2004-08-26	Sax3	C	-9999	-9999	-9999	-9999	No remarks	No remarks
2004-08-26	Sax3	D	-9999	-9999	-9999	-9999	No remarks	No remarks
2005-05-20	Sax1	A	7	0	0	0	No remarks	No remarks
2005-05-20	Sax1	B	10	0	0	0	No remarks	No remarks
2005-05-20	Sax1	C	2	0	0	0	No remarks	No remarks
2005-05-20	Sax1	D	3	0	0	0	No remarks	No remarks
2005-05-20	Sax2	A	4	0	0	0	No remarks	No remarks
2005-05-20	Sax2	B	0	0	0	0	No remarks	No remarks
2005-05-20	Sax2	C	11	0	0	0	No remarks	No remarks
2005-05-20	Sax2	D	35	0	0	0	No remarks	No remarks
2005-05-20	Sax3	A	22	0	0	0	No remarks	No remarks
2005-05-20	Sax3	B	1	0	0	0	No remarks	No remarks
2005-05-20	Sax3	C	0	0	0	0	No remarks	No remarks
2005-05-20	Sax3	D	7	0	0	0	No remarks	No remarks
2005-05-27	Sax1	A	2	17	0	0	No remarks	No remarks
2005-05-27	Sax1	B	7	12	0	0	Sawfly larvae eating bud	No remarks
2005-05-27	Sax1	C	4	13	0	0	No remarks	No remarks
2005-05-27	Sax1	D	1	5	0	0	No remarks	No remarks
2005-05-27	Sax2	A	13	1	0	0	No remarks	No remarks
2005-05-27	Sax2	B	17	2	0	0	No remarks	No remarks
2005-05-27	Sax2	C	26	1	0	0	No remarks	No remarks
2005-05-27	Sax2	D	42	1	0	0	No remarks	No remarks
2005-05-27	Sax3	A	13	12	0	0	No remarks	No remarks
2005-05-27	Sax3	B	0	0	0	0	No remarks	No remarks
2005-05-27	Sax3	C	2	0	0	0	No remarks	No remarks
2005-05-27	Sax3	D	10	15	0	0	No remarks	No remarks
2005-06-04	Sax1	A	17	27	5	0	No remarks	No remarks
2005-06-04	Sax1	B	9	16	4	0	No remarks	No remarks
2005-06-04	Sax1	C	11	24	7	0	No remarks	No remarks
2005-06-04	Sax1	D	7	18	6	0	No remarks	No remarks
2005-06-04	Sax2	A	23	33	5	0	No remarks	No remarks
2005-06-04	Sax2	B	23	37	7	0	No remarks	No remarks
2005-06-04	Sax2	C	13	41	9	0	No remarks	No remarks
2005-06-04	Sax2	D	11	48	4	0	No remarks	No remarks
2005-06-04	Sax3	A	9	41	11	0	No remarks	No remarks
2005-06-04	Sax3	B	17	33	0	0	No remarks	No remarks
2005-06-04	Sax3	C	32	35	0	0	No remarks	No remarks
2005-06-04	Sax3	D	3	14	9	0	No remarks	No remarks
2005-06-10	Sax1	A	3	28	21	0	No remarks	No remarks
2005-06-10	Sax1	B	1	14	15	0	No remarks	No remarks
2005-06-10	Sax1	C	0	22	26	0	No remarks	No remarks
2005-06-10	Sax1	D	4	5	21	0	No remarks	No remarks
2005-06-10	Sax2	A	3	22	39	0	No remarks	No remarks
2005-06-10	Sax2	B	1	19	35	0	No remarks	No remarks
2005-06-10	Sax2	C	0	43	7	0	No remarks	No remarks
2005-06-10	Sax2	D	1	25	37	0	No remarks	No remarks
2005-06-10	Sax3	A	1	25	26	0	No remarks	No remarks
2005-06-10	Sax3	B	2	47	2	0	No remarks	No remarks
2005-06-10	Sax3	C	6	56	8	0	No remarks	No remarks
2005-06-10	Sax3	D	0	12	13	0	No remarks	No remarks
2005-06-17	Sax1	A	0	1	49	0	No remarks	"Have checked the field for number of flowers twice, but can't find more!"
2005-06-17	Sax1	B	1	3	22	0	No remarks	"Have checked the field for number of flowers twice, but can't find more!"
2005-06-17	Sax1	C	0	2	45	0	No remarks	"Have checked the field for number of flowers twice, but can't find more!"
2005-06-17	Sax1	D	0	2	18	0	No remarks	"Have checked the field for number of flowers twice, but can't find more!"
2005-06-17	Sax2	A	0	21	29	0	No remarks	No remarks
2005-06-17	Sax2	B	0	6	44	0	No remarks	No remarks
2005-06-17	Sax2	C	0	4	46	0	No remarks	No remarks
2005-06-17	Sax2	D	0	4	46	0	No remarks	No remarks
2005-06-17	Sax3	A	0	3	47	0	No remarks	No remarks
2005-06-17	Sax3	B	0	30	20	0	No remarks	No remarks
2005-06-17	Sax3	C	0	44	6	0	No remarks	No remarks
2005-06-17	Sax3	D	0	0	26	0	No remarks	No remarks
2005-06-24	Sax1	A	0	1	49	0	No remarks	No remarks
2005-06-24	Sax1	B	0	1	29	0	No remarks	No remarks
2005-06-24	Sax1	C	0	0	46	0	No remarks	No remarks
2005-06-24	Sax1	D	0	0	21	0	Could the missing flowers be unpollinated and therefore disappearing?	No remarks
2005-06-24	Sax2	A	0	3	47	0	No remarks	No remarks
2005-06-24	Sax2	B	0	0	50	0	No remarks	No remarks
2005-06-24	Sax2	C	0	0	50	0	No remarks	No remarks
2005-06-24	Sax2	D	0	0	50	0	No remarks	No remarks
2005-06-24	Sax3	A	0	1	49	0	No remarks	No remarks
2005-06-24	Sax3	B	0	3	40	0	Can the missing flowers be due to unpollination?	No remarks
2005-06-24	Sax3	C	0	0	50	0	Can the missing flowers be due to unpollination?	No remarks
2005-06-24	Sax3	D	0	0	27	0	Can the missing flowers be due to unpollination?	No remarks
2005-07-01	Sax1	A	0	0	43	0	No remarks	No remarks
2005-07-01	Sax1	B	0	0	20	0	No remarks	No remarks
2005-07-01	Sax1	C	0	0	41	0	No remarks	No remarks
2005-07-01	Sax1	D	0	0	21	0	No remarks	No remarks
2005-07-01	Sax2	A	0	0	50	0	No remarks	No remarks
2005-07-01	Sax2	B	0	0	50	0	No remarks	No remarks
2005-07-01	Sax2	C	0	0	50	0	No remarks	No remarks
2005-07-01	Sax2	D	0	0	50	0	No remarks	No remarks
2005-07-01	Sax3	A	0	1	49	0	No remarks	No remarks
2005-07-01	Sax3	B	0	0	42	0	No remarks	No remarks
2005-07-01	Sax3	C	0	0	50	0	No remarks	No remarks
2005-07-01	Sax3	D	0	0	24	0	No remarks	No remarks
2005-07-08	Sax1	A	0	0	42	0	No remarks	No remarks
2005-07-08	Sax1	B	0	0	20	0	No remarks	No remarks
2005-07-08	Sax1	C	0	1	41	0	No remarks	No remarks
2005-07-08	Sax1	D	0	0	21	0	No remarks	No remarks
2005-07-08	Sax2	A	0	0	50	0	No remarks	No remarks
2005-07-08	Sax2	B	0	0	50	0	No remarks	No remarks
2005-07-08	Sax2	C	0	0	50	0	No remarks	No remarks
2005-07-08	Sax2	D	0	0	50	0	No remarks	No remarks
2005-07-08	Sax3	A	0	0	50	0	No remarks	No remarks
2005-07-08	Sax3	B	0	0	45	0	No remarks	No remarks
2005-07-08	Sax3	C	0	0	50	0	No remarks	No remarks
2005-07-08	Sax3	D	0	0	27	0	No remarks	No remarks
2005-07-15	Sax1	A	0	0	27	1	No remarks	No remarks
2005-07-15	Sax1	B	0	0	17	1	No remarks	No remarks
2005-07-15	Sax1	C	0	0	32	0	No remarks	No remarks
2005-07-15	Sax1	D	0	0	15	1	No remarks	No remarks
2005-07-15	Sax2	A	0	0	42	0	No remarks	No remarks
2005-07-15	Sax2	B	0	0	50	0	No remarks	No remarks
2005-07-15	Sax2	C	0	0	50	0	No remarks	No remarks
2005-07-15	Sax2	D	0	1	50	0	No remarks	No remarks
2005-07-15	Sax3	A	0	0	43	0	No remarks	No remarks
2005-07-15	Sax3	B	0	0	41	0	No remarks	No remarks
2005-07-15	Sax3	C	0	0	50	0	No remarks	No remarks
2005-07-15	Sax3	D	0	0	18	0	No remarks	No remarks
2005-07-22	Sax1	A	0	0	20	16	No remarks	No remarks
2005-07-22	Sax1	B	0	0	14	5	No remarks	No remarks
2005-07-22	Sax1	C	0	0	6	16	No remarks	No remarks
2005-07-22	Sax1	D	0	0	4	8	No remarks	No remarks
2005-07-22	Sax2	A	0	0	43	7	No remarks	No remarks
2005-07-22	Sax2	B	0	0	48	2	No remarks	No remarks
2005-07-22	Sax2	C	0	0	50	0	No remarks	No remarks
2005-07-22	Sax2	D	0	0	50	0	No remarks	No remarks
2005-07-22	Sax3	A	0	0	23	10	No remarks	No remarks
2005-07-22	Sax3	B	0	0	24	3	No remarks	No remarks
2005-07-22	Sax3	C	0	0	40	10	No remarks	No remarks
2005-07-22	Sax3	D	0	0	16	5	No remarks	No remarks
2005-07-29	Sax1	A	0	0	15	22	No remarks	No remarks
2005-07-29	Sax1	B	0	2	12	6	No remarks	No remarks
2005-07-29	Sax1	C	0	0	11	18	No remarks	No remarks
2005-07-29	Sax1	D	0	0	2	19	No remarks	No remarks
2005-07-29	Sax2	A	0	0	34	10	No remarks	No remarks
2005-07-29	Sax2	B	0	1	36	14	No remarks	No remarks
2005-07-29	Sax2	C	0	0	42	8	No remarks	No remarks
2005-07-29	Sax2	D	0	0	35	15	No remarks	No remarks
2005-07-29	Sax3	A	0	0	38	4	No remarks	No remarks
2005-07-29	Sax3	B	0	0	12	18	No remarks	No remarks
2005-07-29	Sax3	C	0	0	40	8	No remarks	No remarks
2005-07-29	Sax3	D	0	0	15	6	No remarks	No remarks
2005-08-05	Sax1	A	0	1	3	36	No remarks	No remarks
2005-08-05	Sax1	B	0	2	4	12	No remarks	No remarks
2005-08-05	Sax1	C	0	0	3	35	No remarks	No remarks
2005-08-05	Sax1	D	0	0	1	24	No remarks	No remarks
2005-08-05	Sax2	A	0	0	12	38	No remarks	No remarks
2005-08-05	Sax2	B	0	1	2	47	No remarks	No remarks
2005-08-05	Sax2	C	0	0	6	44	No remarks	No remarks
2005-08-05	Sax2	D	0	0	4	46	No remarks	No remarks
2005-08-05	Sax3	A	0	0	1	47	No remarks	No remarks
2005-08-05	Sax3	B	0	0	0	24	No remarks	No remarks
2005-08-05	Sax3	C	0	0	0	50	No remarks	No remarks
2005-08-05	Sax3	D	0	0	0	19	No remarks	No remarks
2005-08-12	Sax1	A	0	0	0	38	No remarks	No remarks
2005-08-12	Sax1	B	0	0	0	20	No remarks	No remarks
2005-08-12	Sax1	C	0	0	1	29	No remarks	No remarks
2005-08-12	Sax1	D	0	0	0	20	No remarks	No remarks
2005-08-12	Sax2	A	0	0	0	43	No remarks	No remarks
2005-08-12	Sax2	B	0	1	2	47	No remarks	No remarks
2005-08-12	Sax2	C	0	2	0	50	No remarks	No remarks
2005-08-12	Sax2	D	0	1	0	50	No remarks	No remarks
2005-08-12	Sax3	A	0	0	0	44	No remarks	No remarks
2005-08-12	Sax3	B	0	0	0	33	No remarks	No remarks
2005-08-12	Sax3	C	0	0	0	50	No remarks	No remarks
2005-08-12	Sax3	D	0	0	0	22	No remarks	No remarks
2005-08-19	Sax1	A	0	0	0	38	No remarks	No remarks
2005-08-19	Sax1	B	0	0	0	19	No remarks	No remarks
2005-08-19	Sax1	C	0	0	0	30	No remarks	No remarks
2005-08-19	Sax1	D	0	0	0	19	No remarks	No remarks
2005-08-19	Sax2	A	0	0	0	47	No remarks	No remarks
2005-08-19	Sax2	B	1	0	0	50	No remarks	No remarks
2005-08-19	Sax2	C	0	2	0	50	No remarks	No remarks
2005-08-19	Sax2	D	1	2	0	50	No remarks	No remarks
2005-08-19	Sax3	A	1	0	0	45	No remarks	No remarks
2005-08-19	Sax3	B	0	0	0	37	No remarks	No remarks
2005-08-19	Sax3	C	0	0	0	50	No remarks	No remarks
2005-08-19	Sax3	D	0	0	0	23	No remarks	No remarks
2005-08-26	Sax1	A	0	0	0	38	No remarks	No remarks
2005-08-26	Sax1	B	0	0	0	19	No remarks	No remarks
2005-08-26	Sax1	C	0	0	0	30	No remarks	No remarks
2005-08-26	Sax1	D	0	0	0	19	No remarks	No remarks
2005-08-26	Sax2	A	0	0	0	47	No remarks	No remarks
2005-08-26	Sax2	B	0	0	0	50	No remarks	No remarks
2005-08-26	Sax2	C	0	2	0	50	No remarks	No remarks
2005-08-26	Sax2	D	0	0	0	50	No remarks	No remarks
2005-08-26	Sax3	A	0	1	0	45	No remarks	No remarks
2005-08-26	Sax3	B	0	0	0	37	No remarks	No remarks
2005-08-26	Sax3	C	0	0	0	50	No remarks	No remarks
2005-08-26	Sax3	D	0	0	0	23	No remarks	No remarks
2006-05-27	Sax1	A	4	0	0	0	No remarks	No remarks
2006-05-27	Sax1	B	3	1	0	0	No remarks	No remarks
2006-05-27	Sax1	C	2	0	0	0	No remarks	No remarks
2006-05-27	Sax1	D	4	2	0	0	No remarks	No remarks
2006-05-27	Sax2	A	4	0	0	0	No remarks	No remarks
2006-05-27	Sax2	B	10	0	0	0	No remarks	No remarks
2006-05-27	Sax2	C	2	0	0	0	No remarks	No remarks
2006-05-27	Sax2	D	15	0	0	0	No remarks	No remarks
2006-06-03	Sax1	A	3	4	0	0	No remarks	No remarks
2006-06-03	Sax1	B	0	6	0	0	No remarks	No remarks
2006-06-03	Sax1	C	2	3	0	0	No remarks	No remarks
2006-06-03	Sax1	D	0	3	1	0	No remarks	No remarks
2006-06-03	Sax2	A	1	5	0	0	No remarks	No remarks
2006-06-03	Sax2	B	18	5	0	0	No remarks	No remarks
2006-06-03	Sax2	C	50	0	0	0	No remarks	No remarks
2006-06-03	Sax2	D	27	5	0	0	No remarks	No remarks
2006-06-10	Sax1	A	6	3	0	0	No remarks	No remarks
2006-06-10	Sax1	B	4	5	1	0	No remarks	No remarks
2006-06-10	Sax1	C	0	2	1	0	No remarks	No remarks
2006-06-10	Sax1	D	1	4	2	0	No remarks	No remarks
2006-06-10	Sax2	A	0	15	5	0	No remarks	No remarks
2006-06-10	Sax2	B	0	21	0	0	No remarks	No remarks
2006-06-10	Sax2	C	5	58	0	0	No remarks	No remarks
2006-06-10	Sax2	D	4	38	0	0	No remarks	No remarks
2006-06-10	Sax3	A	11	0	0	0	No remarks	No remarks
2006-06-10	Sax3	B	12	0	0	0	No remarks	No remarks
2006-06-10	Sax3	C	12	0	0	0	No remarks	No remarks
2006-06-10	Sax3	D	10	0	0	0	No remarks	No remarks
2006-06-13	Sax1	A	8	0	3	0	No remarks	No remarks
2006-06-13	Sax1	B	6	1	5	0	No remarks	No remarks
2006-06-13	Sax1	C	0	1	6	0	No remarks	No remarks
2006-06-13	Sax1	D	0	1	5	0	No remarks	No remarks
2006-06-16	Sax3	A	32	0	0	0	No remarks	No remarks
2006-06-16	Sax3	B	50	0	0	0	No remarks	No remarks
2006-06-16	Sax3	C	20	0	0	0	No remarks	No remarks
