Date	Plot	Section	Buds	Male_flowers	Female_flowers	Seed_hairs	Field_remarks	General_remarks
2006-07-08	Sal5	C	50	0	0	0	No remarks	No remarks
2006-07-08	Sal5	D	50	0	0	0	No remarks	No remarks
2006-07-11	Sal6	A	50	0	0	0	Very wet vegetation, i.e. no measurement of RVI was conducted	No remarks
2006-07-11	Sal6	B	50	0	0	0	Very wet vegetation, i.e. no measurement of RVI was conducted	No remarks
2006-07-11	Sal6	C	50	0	0	0	Very wet vegetation, i.e. no measurement of RVI was conducted	No remarks
2006-07-11	Sal6	D	50	0	0	0	Very wet vegetation, i.e. no measurement of RVI was conducted	No remarks
2006-07-15	Sal1	A	1	8	19	1	Many leaves infested with a red looking gall	No remarks
2006-07-15	Sal1	B	0	4	23	0	Many leaves infested with a red looking gall	No remarks
2006-07-15	Sal1	C	2	8	40	0	Many leaves infested with a red looking gall	No remarks
2006-07-15	Sal1	D	0	12	19	0	Many leaves infested with a red looking gall	No remarks
2006-07-15	Sal2	A	20	13	17	0	No measurement of RVI due to some flooding with water in all sections.	No remarks
2006-07-15	Sal2	B	24	12	14	0	No measurement of RVI due to some flooding with water in all sections.	No remarks
2006-07-15	Sal2	C	28	7	15	0	No measurement of RVI due to some flooding with water in all sections.	No remarks
2006-07-15	Sal2	D	23	15	12	0	No measurement of RVI due to some flooding with water in all sections.	No remarks
2006-07-15	Sal3	A	0	0	21	0	Red gall on some of the leaves in all sections	No remarks
2006-07-15	Sal3	B	2	32	16	0	Red gall on some of the leaves in all sections	No remarks
2006-07-15	Sal3	C	5	50	17	0	Red gall on some of the leaves in all sections	No remarks
2006-07-15	Sal3	D	1	69	10	0	Red gall on some of the leaves in all sections	No remarks
2006-07-15	Sal4	A	1	18	31	0	No remarks	Few leaves infested with a yellow fungus and some leaves infested with a red looking gall in section A. Only red fungus on the leaves in section B, C and D
2006-07-15	Sal4	B	2	27	21	0	No remarks	Few leaves infested with a yellow fungus and some leaves infested with a red looking gall in section A. Only red fungus on the leaves in section B, C and D
2006-07-15	Sal4	C	1	25	19	0	No remarks	Few leaves infested with a yellow fungus and some leaves infested with a red looking gall in section A. Only red fungus on the leaves in section B, C and D
2006-07-15	Sal4	D	1	23	26	0	No remarks	Few leaves infested with a yellow fungus and some leaves infested with a red looking gall in section A. Only red fungus on the leaves in section B, C and D
2006-07-15	Sal5	A	13	6	31	0	No remarks	No remarks
2006-07-15	Sal5	B	13	14	23	0	No remarks	No remarks
2006-07-15	Sal5	C	14	32	4	0	No remarks	No remarks
2006-07-15	Sal5	D	14	20	16	0	No remarks	No remarks
2006-07-15	Sal6	A	50	0	0	0	No remarks	No remarks
2006-07-15	Sal6	B	50	0	0	0	No remarks	No remarks
2006-07-15	Sal6	C	50	0	0	0	No remarks	No remarks
2006-07-15	Sal6	D	50	0	0	0	No remarks	No remarks
2006-07-15	Sal7	A	50	0	0	0	No remarks	No remarks
2006-07-15	Sal7	B	50	0	0	0	No remarks	No remarks
2006-07-15	Sal7	C	50	0	0	0	No remarks	No remarks
2006-07-15	Sal7	D	50	0	0	0	No remarks	No remarks
2006-07-22	Sal1	A	0	3	22	2	Many leaves infested with a red looking gall. Few leaves infested with a yellow fungus in section A. Signs after grazing in all sections	No remarks
2006-07-22	Sal1	B	2	5	25	0	Many leaves infested with a red looking gall. Few leaves infested with a yellow fungus in section A. Signs after grazing in all sections	No remarks
2006-07-22	Sal1	C	1	7	36	0	Many leaves infested with a red looking gall. Few leaves infested with a yellow fungus in section A. Signs after grazing in all sections	No remarks
2006-07-22	Sal1	D	0	8	21	0	Many leaves infested with a red looking gall. Few leaves infested with a yellow fungus in section A. Signs after grazing in all sections	No remarks
2006-07-22	Sal2	A	1	21	28	0	App. 20% of the plot is flooded from water.	No remarks
2006-07-22	Sal2	B	6	20	24	0	App. 20% of the plot is flooded from water.	No remarks
2006-07-22	Sal2	C	10	12	28	0	App. 20% of the plot is flooded from water.	No remarks
2006-07-22	Sal2	D	5	26	19	0	App. 20% of the plot is flooded from water.	No remarks
2006-07-22	Sal3	A	0	1	20	0	Red gall on some of the leaves in all sections	No remarks
2006-07-22	Sal3	B	1	29	12	0	Red gall on some of the leaves in all sections	No remarks
2006-07-22	Sal3	C	5	49	20	0	Red gall on some of the leaves in all sections	No remarks
2006-07-22	Sal3	D	1	73	9	0	Red gall on some of the leaves in all sections	No remarks
2006-07-22	Sal4	A	1	18	31	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A
2006-07-22	Sal4	B	0	29	21	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A
2006-07-22	Sal4	C	3	26	21	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A
2006-07-22	Sal4	D	0	24	26	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A
2006-07-22	Sal5	A	1	8	41	0	No remarks	No remarks
2006-07-22	Sal5	B	2	18	30	0	No remarks	No remarks
2006-07-22	Sal5	C	3	42	5	0	No remarks	No remarks
2006-07-22	Sal5	D	3	26	21	0	No remarks	No remarks
2006-07-22	Sal6	A	2	27	21	0	No remarks	No remarks
2006-07-22	Sal6	B	5	28	17	0	No remarks	No remarks
2006-07-22	Sal6	C	0	40	10	0	No remarks	No remarks
2006-07-22	Sal6	D	3	24	23	0	No remarks	No remarks
2006-07-22	Sal7	A	2	45	3	0	No remarks	No remarks
2006-07-22	Sal7	B	28	4	18	0	No remarks	No remarks
2006-07-22	Sal7	C	33	8	9	0	No remarks	No remarks
2006-07-22	Sal7	D	27	13	10	0	No remarks	No remarks
2006-07-29	Sal1	A	0	9	24	2	Few leaves infested with a yellow fungus and many leaves with a red looking gall. No measurement of RVI due to wet vegetation	No remarks
2006-07-29	Sal1	B	0	9	24	0	Few leaves infested with a yellow fungus and many leaves with a red looking gall. No measurement of RVI due to wet vegetation	No remarks
2006-07-29	Sal1	C	0	5	32	4	Few leaves infested with a yellow fungus and many leaves with a red looking gall. No measurement of RVI due to wet vegetation	No remarks
2006-07-29	Sal1	D	0	8	17	0	Few leaves infested with a yellow fungus and many leaves with a red looking gall. No measurement of RVI due to wet vegetation	No remarks
2006-07-29	Sal2	A	2	16	32	0	No sections are flooded. No measurement of RVI due to flooding	No remarks
2006-07-29	Sal2	B	3	14	33	0	No sections are flooded. No measurement of RVI due to flooding	No remarks
2006-07-29	Sal2	C	2	40	8	0	No sections are flooded. No measurement of RVI due to flooding	No remarks
2006-07-29	Sal2	D	2	20	28	0	No sections are flooded. No measurement of RVI due to flooding	No remarks
2006-07-29	Sal3	A	0	1	24	0	Red gall on some leaves. No measurement of RVI due to wet vegetation	No remarks
2006-07-29	Sal3	B	4	26	15	1	Red gall on some leaves. No measurement of RVI due to wet vegetation	No remarks
2006-07-29	Sal3	C	3	48	22	1	Red gall on some leaves. No measurement of RVI due to wet vegetation	No remarks
2006-07-29	Sal3	D	3	77	9	0	Red gall on some leaves. No measurement of RVI due to wet vegetation	No remarks
2006-07-29	Sal4	A	0	29	21	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-07-29	Sal4	B	0	32	18	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-07-29	Sal4	C	0	25	25	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-07-29	Sal4	D	0	21	29	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-07-29	Sal5	A	1	4	45	0	No remarks	No remarks
2006-07-29	Sal5	B	8	13	29	0	No remarks	No remarks
2006-07-29	Sal5	C	0	46	4	0	No remarks	No remarks
2006-07-29	Sal5	D	0	24	26	0	No remarks	No remarks
2006-07-29	Sal6	A	5	22	23	0	No remarks	No remarks
2006-07-29	Sal6	B	0	32	18	0	No remarks	No remarks
2006-07-29	Sal6	C	1	39	10	0	No remarks	No remarks
2006-07-29	Sal6	D	8	8	34	0	No remarks	No remarks
2006-07-29	Sal7	A	0	39	11	0	No remarks	No remarks
2006-07-29	Sal7	B	0	24	26	0	No remarks	No remarks
2006-07-29	Sal7	C	1	28	21	0	No remarks	No remarks
2006-07-29	Sal7	D	1	20	29	0	No remarks	No remarks
2006-08-05	Sal1	A	1	2	15	10	Few leaves infested with a yellow fungus and many leaves with a red looking gall. No measurement of RVI due to little rain and wet vegetation	No remarks
2006-08-05	Sal1	B	0	8	14	7	Few leaves infested with a yellow fungus and many leaves with a red looking gall. No measurement of RVI due to little rain and wet vegetation	No remarks
2006-08-05	Sal1	C	1	2	26	10	Few leaves infested with a yellow fungus and many leaves with a red looking gall. No measurement of RVI due to little rain and wet vegetation	No remarks
2006-08-05	Sal1	D	1	6	19	4	Few leaves infested with a yellow fungus and many leaves with a red looking gall. No measurement of RVI due to little rain and wet vegetation	No remarks
2006-08-05	Sal2	A	3	15	32	0	No remarks	No remarks
2006-08-05	Sal2	B	0	17	33	0	No remarks	No remarks
2006-08-05	Sal2	C	0	36	14	0	No remarks	No remarks
2006-08-05	Sal2	D	0	27	23	0	No remarks	No remarks
2006-08-05	Sal3	A	0	1	24	0	Red gall on some leaves. No measurement of RVI due to little rain wet vegetation	No remarks
2006-08-05	Sal3	B	3	26	13	1	Red gall on some leaves. No measurement of RVI due to little rain wet vegetation	No remarks
2006-08-05	Sal3	C	2	45	18	4	Red gall on some leaves. No measurement of RVI due to little rain wet vegetation	No remarks
2006-08-05	Sal3	D	3	72	9	0	Red gall on some leaves. No measurement of RVI due to little rain wet vegetation	No remarks
2006-08-05	Sal4	A	0	27	20	3	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-05	Sal4	B	0	31	19	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-05	Sal4	C	0	19	31	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-05	Sal4	D	0	24	26	0	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-05	Sal5	A	0	7	43	0	No remarks	No remarks
2006-08-05	Sal5	B	4	14	32	0	No remarks	No remarks
2006-08-05	Sal5	C	1	41	8	0	No remarks	No remarks
2006-08-05	Sal5	D	2	18	30	0	No remarks	No remarks
2006-08-05	Sal6	A	2	25	23	0	No remarks	No remarks
2006-08-05	Sal6	B	4	26	20	0	No remarks	No remarks
2006-08-05	Sal6	C	0	41	9	0	No remarks	No remarks
2006-08-05	Sal6	D	0	12	38	0	No remarks	No remarks
2006-08-05	Sal7	A	0	39	11	0	No remarks	No remarks
2006-08-05	Sal7	B	0	24	26	0	No remarks	No remarks
2006-08-05	Sal7	C	1	28	21	0	No remarks	No remarks
2006-08-05	Sal7	D	0	21	29	0	No remarks	No remarks
2006-08-12	Sal1	A	0	0	1	22	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-12	Sal1	B	0	2	2	21	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-12	Sal1	C	0	2	3	31	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-12	Sal1	D	0	5	4	12	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-12	Sal2	A	3	17	24	6	No remarks	No remarks
2006-08-12	Sal2	B	1	16	32	1	No remarks	No remarks
2006-08-12	Sal2	C	0	20	27	3	No remarks	No remarks
2006-08-12	Sal2	D	0	21	26	3	No remarks	No remarks
2006-08-12	Sal3	A	0	1	17	7	Red gall on some leaves	No remarks
2006-08-12	Sal3	B	1	28	6	9	Red gall on some leaves	No remarks
2006-08-12	Sal3	C	0	42	2	18	Red gall on some leaves	No remarks
2006-08-12	Sal3	D	0	78	4	6	Red gall on some leaves	No remarks
2006-08-12	Sal4	A	0	13	16	21	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-12	Sal4	B	0	21	10	19	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-12	Sal4	C	0	20	11	19	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-12	Sal4	D	0	14	15	21	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-12	Sal5	A	0	8	40	2	No remarks	No remarks
2006-08-12	Sal5	B	1	4	39	6	No remarks	No remarks
2006-08-12	Sal5	C	2	33	14	1	No remarks	No remarks
2006-08-12	Sal5	D	1	12	35	2	No remarks	No remarks
2006-08-12	Sal6	A	0	22	28	0	No remarks	No remarks
2006-08-12	Sal6	B	1	23	23	3	No remarks	No remarks
2006-08-12	Sal6	C	0	34	16	0	No remarks	No remarks
2006-08-12	Sal6	D	0	17	31	2	No remarks	No remarks
2006-08-12	Sal7	A	0	38	12	0	No remarks	No remarks
2006-08-12	Sal7	B	0	25	25	0	No remarks	No remarks
2006-08-12	Sal7	C	0	22	28	0	No remarks	No remarks
2006-08-12	Sal7	D	0	18	32	0	No remarks	No remarks
2006-08-18	Sal1	A	0	0	2	18	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-18	Sal1	B	1	1	1	19	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-18	Sal1	C	0	1	0	25	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-18	Sal1	D	0	0	0	13	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-18	Sal2	A	0	15	19	16	No remarks	No remarks
2006-08-18	Sal2	B	2	11	19	18	No remarks	No remarks
2006-08-18	Sal2	C	0	27	8	15	No remarks	No remarks
2006-08-18	Sal2	D	2	20	20	8	No remarks	No remarks
2006-08-18	Sal3	A	0	0	11	7	Red gall on some leaves. No measurement of RVI due to rain and wet vegetation	No remarks
2006-08-18	Sal3	B	0	24	3	10	Red gall on some leaves. No measurement of RVI due to rain and wet vegetation	No remarks
2006-08-18	Sal3	C	0	41	1	22	Red gall on some leaves. No measurement of RVI due to rain and wet vegetation	No remarks
2006-08-18	Sal3	D	0	76	3	8	Red gall on some leaves. No measurement of RVI due to rain and wet vegetation	No remarks
2006-08-18	Sal4	A	0	13	11	26	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-18	Sal4	B	0	20	3	27	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-18	Sal4	C	0	19	9	22	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-18	Sal4	D	0	14	6	30	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-18	Sal5	A	0	8	40	2	No remarks	No remarks
2006-08-18	Sal5	B	0	12	34	4	No remarks	No remarks
2006-08-18	Sal5	C	3	35	15	0	No remarks	No remarks
2006-08-18	Sal5	D	1	12	37	0	No remarks	No remarks
2006-08-18	Sal6	A	3	24	22	1	No remarks	No remarks
2006-08-18	Sal6	B	2	28	18	2	No remarks	No remarks
2006-08-18	Sal6	C	0	35	14	1	No remarks	No remarks
2006-08-18	Sal6	D	2	8	38	2	No remarks	No remarks
2006-08-18	Sal7	A	0	42	8	0	No remarks	No remarks
2006-08-18	Sal7	B	0	26	24	0	No remarks	No remarks
2006-08-18	Sal7	C	2	22	26	0	No remarks	No remarks
2006-08-18	Sal7	D	1	15	33	1	No remarks	No remarks
2006-08-26	Sal1	A	0	1	2	20	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-26	Sal1	B	0	3	0	24	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-26	Sal1	C	0	2	0	29	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-26	Sal1	D	0	3	0	20	Few leaves infested with a yellow fungus and many leaves with a red looking gall.	No remarks
2006-08-26	Sal2	A	0	14	12	24	No remarks	No remarks
2006-08-26	Sal2	B	0	17	8	25	No remarks	No remarks
2006-08-26	Sal2	C	0	22	5	23	No remarks	No remarks
2006-08-26	Sal2	D	1	17	11	17	No remarks	No remarks
2006-08-26	Sal3	A	0	1	10	9	Red gall on some leaves	No remarks
2006-08-26	Sal3	B	1	27	1	12	Red gall on some leaves	No remarks
2006-08-26	Sal3	C	1	40	1	15	Red gall on some leaves	No remarks
2006-08-26	Sal3	D	0	75	0	10	Red gall on some leaves	No remarks
2006-08-26	Sal4	A	0	16	3	31	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-26	Sal4	B	0	24	2	24	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-26	Sal4	C	0	19	4	27	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-26	Sal4	D	0	14	2	34	No remarks	Red gall on some leaves in all sections. Yellow fungus on few leaves in section A.
2006-08-26	Sal5	A	1	4	37	8	No remarks	No remarks
2006-08-26	Sal5	B	1	6	31	13	No remarks	No remarks
2006-08-26	Sal5	C	0	32	13	5	No remarks	No remarks
2006-08-26	Sal5	D	0	13	28	9	No remarks	No remarks
2006-08-26	Sal6	A	0	24	23	3	No remarks	No remarks
2006-08-26	Sal6	B	1	24	21	4	No remarks	No remarks
2006-08-26	Sal6	C	0	32	13	5	No remarks	No remarks
2006-08-26	Sal6	D	0	8	28	14	No remarks	No remarks
2006-08-26	Sal7	A	1	38	9	2	No remarks	No remarks
2006-08-26	Sal7	B	0	24	26	0	No remarks	No remarks
2006-08-26	Sal7	C	2	23	25	0	No remarks	No remarks
2006-08-26	Sal7	D	0	19	27	4	No remarks	No remarks
2007-05-25	Sal1	A	0	0	0	0	Missing tiny tag	No remarks
2007-05-25	Sal1	B	0	0	0	0	Missing tiny tag	No remarks
2007-05-25	Sal1	C	0	0	0	0	Missing tiny tag	No remarks
2007-05-25	Sal1	D	0	0	0	0	Missing tiny tag	No remarks
2007-05-25	Sal3	A	0	0	0	0	No remarks	No remarks
2007-05-25	Sal3	B	0	0	0	0	No remarks	No remarks
2007-05-25	Sal3	C	0	0	0	0	No remarks	No remarks
2007-05-25	Sal3	D	0	0	0	0	No remarks	No remarks
2007-05-26	Sal4	A	0	0	0	0	No remarks	No remarks
2007-05-26	Sal4	B	0	0	0	0	No remarks	No remarks
2007-05-26	Sal4	C	0	0	0	0	No remarks	No remarks
2007-05-26	Sal4	D	0	0	0	0	No remarks	No remarks
2007-05-27	Sal1	A	0	0	0	0	No remarks	No remarks
2007-05-27	Sal1	B	0	0	0	0	No remarks	No remarks
2007-05-27	Sal1	C	0	0	0	0	No remarks	No remarks
2007-05-27	Sal1	D	0	0	0	0	No remarks	No remarks
2007-05-27	Sal3	A	0	0	0	0	No remarks	No remarks
2007-05-27	Sal3	B	1	0	0	0	No remarks	No remarks
2007-05-27	Sal3	C	0	0	0	0	No remarks	No remarks
2007-05-27	Sal3	D	0	0	0	0	No remarks	No remarks
2007-05-27	Sal4	A	0	0	0	0	No remarks	No remarks
2007-05-27	Sal4	B	0	0	0	0	No remarks	No remarks
2007-05-27	Sal4	C	0	0	0	0	No remarks	No remarks
2007-05-27	Sal4	D	0	0	0	0	No remarks	No remarks
2007-06-03	Sal1	A	24	0	0	0	No remarks	No remarks
2007-06-03	Sal1	B	12	0	0	0	No remarks	No remarks
2007-06-03	Sal1	C	45	0	0	0	No remarks	No remarks
2007-06-03	Sal1	D	15	0	0	0	No remarks	No remarks
2007-06-03	Sal3	A	3	0	0	0	No remarks	No remarks
2007-06-03	Sal3	B	100	0	0	0	No remarks	No remarks
2007-06-03	Sal3	C	40	0	0	0	No remarks	No remarks
2007-06-03	Sal3	D	12	0	0	0	No remarks	No remarks
2007-06-03	Sal4	A	101	0	0	0	No remarks	No remarks
2007-06-03	Sal4	B	0	0	0	0	No remarks	No remarks
2007-06-03	Sal4	C	0	0	0	0	No remarks	No remarks
2007-06-03	Sal4	D	38	0	0	0	No remarks	No remarks
2007-06-10	Sal1	A	20	10	6	0	No remarks	No remarks
2007-06-10	Sal1	B	14	6	8	0	No remarks	No remarks
2007-06-10	Sal1	C	21	23	9	0	No remarks	No remarks
2007-06-10	Sal1	D	29	11	9	0	No remarks	No remarks
2007-06-10	Sal2	A	0	0	0	0	Waterlogged	No remarks
2007-06-10	Sal2	B	0	0	0	0	Waterlogged	No remarks
2007-06-10	Sal2	C	0	0	0	0	Waterlogged	No remarks
2007-06-10	Sal2	D	0	0	0	0	Waterlogged	No remarks
2007-06-10	Sal3	A	6	0	1	0	No remarks	No remarks
2007-06-10	Sal3	B	32	11	20	0	No remarks	No remarks
2007-06-10	Sal3	C	41	0	0	0	No remarks	No remarks
2007-06-10	Sal3	D	41	0	0	0	No remarks	No remarks
2007-06-10	Sal4	A	122	0	5	0	No remarks	No remarks
2007-06-10	Sal4	B	40	0	0	0	Waterlogged	No remarks
2007-06-10	Sal4	C	5	0	0	0	Waterlogged	No remarks
2007-06-10	Sal4	D	125	0	0	0	Waterlogged	No remarks
2007-06-10	Sal5	A	0	0	0	0	Waterlogged	No remarks
2007-06-10	Sal5	B	0	0	0	0	Waterlogged	No remarks
2007-06-10	Sal5	C	0	0	0	0	Waterlogged	No remarks
2007-06-10	Sal5	D	0	0	0	0	Waterlogged	No remarks
2007-06-17	Sal1	A	5	30	34	0	No remarks	No remarks
2007-06-17	Sal1	B	7	48	55	0	No remarks	No remarks
2007-06-17	Sal1	C	12	63	67	0	No remarks	No remarks
2007-06-17	Sal1	D	9	35	31	0	No remarks	No remarks
2007-06-17	Sal2	A	15	0	0	0	No remarks	No remarks
2007-06-17	Sal2	B	31	0	0	0	No remarks	No remarks
2007-06-17	Sal2	C	13	0	0	0	No remarks	No remarks
2007-06-17	Sal2	D	6	0	0	0	No remarks	No remarks
2007-06-17	Sal3	A	1	1	5	0	No remarks	No remarks
2007-06-17	Sal3	B	9	56	46	0	No remarks	No remarks
2007-06-17	Sal3	C	35	11	22	0	No remarks	No remarks
2007-06-17	Sal3	D	20	24	1	0	No remarks	No remarks
2007-06-17	Sal4	A	10	128	25	0	No remarks	No remarks
2007-06-17	Sal4	B	118	4	0	0	No remarks	No remarks
2007-06-17	Sal4	C	59	0	0	0	No remarks	No remarks
2007-06-17	Sal4	D	86	0	4	0	No remarks	No remarks
2007-06-17	Sal5	A	32	0	0	0	No remarks	No remarks
2007-06-17	Sal5	B	34	0	0	0	No remarks	No remarks
2007-06-17	Sal5	C	20	0	0	0	No remarks	No remarks
2007-06-17	Sal5	D	16	0	0	0	No remarks	No remarks
2007-06-17	Sal6	A	0	0	0	0	No remarks	No remarks
2007-06-17	Sal6	B	4	0	0	0	No remarks	No remarks
2007-06-17	Sal6	C	0	0	0	0	No remarks	No remarks
2007-06-17	Sal6	D	0	0	0	0	No remarks	No remarks
2007-06-17	Sal7	A	0	0	0	0	No remarks	No remarks
2007-06-17	Sal7	B	-9999	-9999	-9999	-9999	No remarks	No remarks
2007-06-17	Sal7	C	-9999	-9999	-9999	-9999	No remarks	No remarks
2007-06-17	Sal7	D	-9999	-9999	-9999	-9999	No remarks	No remarks
2007-06-24	Sal1	A	4	33	37	0	No remarks	No remarks
2007-06-24	Sal1	B	1	26	68	0	No remarks	No remarks
2007-06-24	Sal1	C	3	53	56	0	No remarks	No remarks
2007-06-24	Sal1	D	2	26	33	0	No remarks	No remarks
2007-06-24	Sal2	A	34	26	46	0	No remarks	No remarks
2007-06-24	Sal2	B	48	23	34	0	No remarks	No remarks
2007-06-24	Sal2	C	40	9	13	0	No remarks	No remarks
2007-06-24	Sal2	D	24	6	18	0	No remarks	No remarks
2007-06-24	Sal3	A	1	2	13	0	No remarks	No remarks
2007-06-24	Sal3	B	1	55	38	0	No remarks	No remarks
2007-06-24	Sal3	C	2	30	36	0	No remarks	No remarks
2007-06-24	Sal3	D	0	46	8	0	No remarks	No remarks
2007-06-24	Sal4	A	0	83	34	0	No remarks	No remarks
2007-06-24	Sal4	B	8	76	39	0	No remarks	No remarks
2007-06-24	Sal4	C	42	44	22	0	No remarks	No remarks
2007-06-24	Sal4	D	2	73	42	0	No remarks	No remarks
2007-06-24	Sal5	A	31	29	40	0	No remarks	No remarks
2007-06-24	Sal5	B	25	39	36	0	No remarks	No remarks
2007-06-24	Sal5	C	59	8	37	0	No remarks	No remarks
2007-06-24	Sal5	D	45	5	48	0	No remarks	No remarks
2007-06-24	Sal6	A	29	0	0	0	No remarks	No remarks
2007-06-24	Sal6	B	7	0	0	0	No remarks	No remarks
2007-06-24	Sal6	C	7	0	0	0	No remarks	No remarks
2007-06-24	Sal6	D	11	0	0	0	No remarks	No remarks
2007-06-24	Sal7	A	9	0	0	0	No remarks	No remarks
2007-06-24	Sal7	B	2	0	0	0	No remarks	No remarks
2007-06-24	Sal7	C	0	0	0	0	No remarks	No remarks
2007-06-24	Sal7	D	0	0	0	0	No remarks	No remarks
2007-07-01	Sal1	A	2	16	34	0	Quite barren	No remarks
2007-07-01	Sal1	B	0	20	56	0	Quite barren	No remarks
2007-07-01	Sal1	C	2	44	54	0	Quite barren	No remarks
2007-07-01	Sal1	D	0	20	20	0	Quite barren	No remarks
2007-07-01	Sal2	A	0	26	24	0	Well spread out, not on few plants	No remarks
2007-07-01	Sal2	B	1	28	22	0	Well spread out, not on few plants	No remarks
2007-07-01	Sal2	C	0	33	35	0	Well spread out, not on few plants	No remarks
2007-07-01	Sal2	D	1	17	38	0	Well spread out, not on few plants	No remarks
2007-07-01	Sal3	A	2	1	35	0	No remarks	No remarks
2007-07-01	Sal3	B	1	32	35	0	No remarks	No remarks
2007-07-01	Sal3	C	1	20	33	0	No remarks	No remarks
2007-07-01	Sal3	D	0	7	45	0	No remarks	No remarks
2007-07-01	Sal4	A	1	34	20	0	No remarks	Well spread out, not on few plants
2007-07-01	Sal4	B	0	33	18	0	No remarks	Well spread out, not on few plants
2007-07-01	Sal4	C	0	27	23	0	No remarks	Well spread out, not on few plants
2007-07-01	Sal4	D	0	25	30	0	No remarks	Well spread out, not on few plants
2007-07-01	Sal5	A	0	25	36	0	Well spread out, not on few plants	No remarks
2007-07-01	Sal5	B	3	14	49	0	Well spread out, not on few plants	No remarks
2007-07-01	Sal5	C	1	37	16	0	Well spread out, not on few plants	No remarks
2007-07-01	Sal5	D	1	11	46	0	Well spread out, not on few plants	No remarks
2007-07-01	Sal6	A	9	23	37	0	No remarks	No remarks
2007-07-01	Sal6	B	2	37	22	0	No remarks	No remarks
2007-07-01	Sal6	C	1	15	48	0	No remarks	No remarks
2007-07-01	Sal6	D	4	37	43	0	No remarks	No remarks
2007-07-01	Sal7	A	17	24	16	0	No remarks	No remarks
2007-07-01	Sal7	B	24	3	10	0	No remarks	No remarks
2007-07-01	Sal7	C	14	1	4	0	No remarks	No remarks
2007-07-01	Sal7	D	10	1	4	0	No remarks	No remarks
2007-07-08	Sal1	A	0	14	28	0	No remarks	No remarks
2007-07-08	Sal1	B	0	9	32	0	No remarks	No remarks
2007-07-08	Sal1	C	0	23	38	0	Well spread out	No remarks
2007-07-08	Sal1	D	0	11	21	0	Well spread out	No remarks
2007-07-08	Sal2	A	0	25	25	0	Well spread out	No remarks
2007-07-08	Sal2	B	0	20	31	0	Well spread out	No remarks
2007-07-08	Sal2	C	0	25	26	0	Well spread out	No remarks
2007-07-08	Sal2	D	0	9	44	0	No remarks	No remarks
2007-07-08	Sal3	A	1	1	29	0	No remarks	No remarks
2007-07-08	Sal3	B	1	31	52	0	No remarks	No remarks
2007-07-08	Sal3	C	1	23	29	0	No remarks	No remarks
2007-07-08	Sal3	D	0	35	6	0	No remarks	No remarks
2007-07-08	Sal4	A	0	77	29	0	No remarks	No remarks
2007-07-08	Sal4	B	0	59	62	0	No remarks	No remarks
2007-07-08	Sal4	C	0	61	57	0	No remarks	No remarks
2007-07-08	Sal4	D	0	75	33	0	No remarks	No remarks
