Date	Plot	Section	Buds	Flowers	Senescent	Field_remarks	General_remarks
2005-07-15	Cas2	A	0	3	47	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas2	B	0	4	46	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas2	C	0	6	44	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas2	D	0	7	43	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas3	A	0	1	49	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas3	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas3	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas3	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas4	A	0	7	43	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas4	B	0	5	45	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas4	C	0	10	40	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-15	Cas4	D	0	4	46	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas1	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas1	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas1	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas1	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas2	A	0	2	48	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas2	B	0	1	49	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas2	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas2	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas3	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas3	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas3	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas3	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas4	A	0	2	48	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas4	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas4	C	0	5	45	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-22	Cas4	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas1	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas1	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas1	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas1	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas2	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas2	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas2	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas2	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas3	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas3	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas3	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas3	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas4	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas4	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas4	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-07-29	Cas4	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas1	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas1	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas1	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas1	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas2	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas2	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas2	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas2	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas3	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas3	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas3	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas3	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas4	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas4	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas4	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-05	Cas4	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas1	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas1	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas1	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas1	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas2	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas2	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas2	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas2	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas3	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas3	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas3	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas3	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas4	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas4	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas4	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-12	Cas4	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas1	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas1	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas1	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas1	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas2	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas2	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas2	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas2	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas3	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas3	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas3	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas3	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas4	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas4	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas4	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-19	Cas4	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas1	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas1	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas1	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas1	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas2	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas2	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas2	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas2	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas3	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas3	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas3	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas3	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas4	A	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas4	B	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas4	C	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2005-08-26	Cas4	D	0	0	50	No remarks	Note that weekly values have been missing but were added in 2023
2006-06-17	Cas1	A	0	0	0	No remarks	No remarks
2006-06-17	Cas1	B	0	0	0	No remarks	No remarks
2006-06-17	Cas1	C	0	0	0	No remarks	No remarks
2006-06-17	Cas1	D	0	0	0	No remarks	No remarks
2006-06-24	Cas1	A	50	0	0	No remarks	No remarks
2006-06-24	Cas1	B	50	0	0	No remarks	No remarks
2006-06-24	Cas1	C	50	0	0	No remarks	No remarks
2006-06-24	Cas1	D	36	0	0	No remarks	No remarks
2006-06-24	Cas4	A	-9999	-9999	-9999	No remarks	No remarks
2006-06-24	Cas4	B	-9999	-9999	-9999	No remarks	No remarks
2006-06-24	Cas4	C	-9999	-9999	-9999	No remarks	No remarks
2006-06-24	Cas4	D	-9999	-9999	-9999	No remarks	No remarks
2006-06-28	Cas5	A	-9999	-9999	-9999	Lots of buds and few flowers.	No remarks
2006-06-28	Cas5	B	-9999	-9999	-9999	Lots of buds and few flowers.	No remarks
2006-06-28	Cas5	C	-9999	-9999	-9999	Lots of buds and few flowers.	No remarks
2006-06-28	Cas5	D	-9999	-9999	-9999	Lots of buds and few flowers.	No remarks
2006-07-01	Cas1	A	48	2	0	Little rain	No remarks
2006-07-01	Cas1	B	44	6	0	Little rain	No remarks
2006-07-01	Cas1	C	39	11	0	Little rain	No remarks
2006-07-01	Cas1	D	46	4	0	Little rain	No remarks
2006-07-01	Cas2	A	-9999	-9999	-9999	No remarks	No remarks
2006-07-01	Cas2	B	-9999	-9999	-9999	No remarks	No remarks
2006-07-01	Cas2	C	-9999	-9999	-9999	No remarks	No remarks
2006-07-01	Cas2	D	-9999	-9999	-9999	No remarks	No remarks
2006-07-02	Cas3	A	0	0	0	No remarks	No remarks
2006-07-02	Cas3	B	0	0	0	No remarks	No remarks
2006-07-02	Cas3	C	0	0	0	No remarks	No remarks
2006-07-02	Cas3	D	0	0	0	No remarks	No remarks
2006-07-02	Cas4	A	0	0	0	15%, 8%, 5% and 15% of A, B, C and D are flooded with water	No remarks
2006-07-02	Cas4	B	0	0	0	15%, 8%, 5% and 15% of A, B, C and D are flooded with water	No remarks
2006-07-02	Cas4	C	0	0	0	15%, 8%, 5% and 15% of A, B, C and D are flooded with water	No remarks
2006-07-02	Cas4	D	0	0	0	15%, 8%, 5% and 15% of A, B, C and D are flooded with water	No remarks
2006-07-04	Cas2	A	0	0	0	No remarks	No remarks
2006-07-04	Cas2	B	0	0	0	No remarks	No remarks
2006-07-04	Cas2	C	0	0	0	No remarks	No remarks
2006-07-04	Cas2	D	0	0	0	No remarks	No remarks
2006-07-05	Cas5	A	-9999	-9999	-9999	Lots of bud and flowers.	No remarks
2006-07-05	Cas5	B	-9999	-9999	-9999	Lots of bud and flowers.	No remarks
2006-07-05	Cas5	C	-9999	-9999	-9999	Lots of bud and flowers.	No remarks
2006-07-05	Cas5	D	-9999	-9999	-9999	Lots of bud and flowers.	No remarks
2006-07-08	Cas1	A	3	47	0	No remarks	No remarks
2006-07-08	Cas1	B	3	47	0	No remarks	No remarks
2006-07-08	Cas1	C	5	45	0	No remarks	No remarks
2006-07-08	Cas1	D	3	46	1	No remarks	No remarks
2006-07-08	Cas2	A	37	0	0	No remarks	No remarks
2006-07-08	Cas2	B	50	0	0	No remarks	No remarks
2006-07-08	Cas2	C	50	0	0	No remarks	No remarks
2006-07-08	Cas2	D	50	0	0	No remarks	No remarks
2006-07-08	Cas3	A	12	0	0	No remarks	No remarks
2006-07-08	Cas3	B	50	0	0	No remarks	No remarks
2006-07-08	Cas3	C	50	0	0	No remarks	No remarks
2006-07-08	Cas3	D	43	0	0	No remarks	No remarks
2006-07-08	Cas4	A	50	0	0	No remarks	No remarks
2006-07-08	Cas4	B	23	0	0	No remarks	No remarks
2006-07-08	Cas4	C	50	0	0	No remarks	No remarks
2006-07-08	Cas4	D	50	0	0	No remarks	No remarks
2006-07-15	Cas1	A	1	49	0	No remarks	No remarks
2006-07-15	Cas1	B	1	45	4	No remarks	No remarks
2006-07-15	Cas1	C	1	45	4	No remarks	No remarks
2006-07-15	Cas1	D	0	47	3	No remarks	No remarks
2006-07-15	Cas2	A	50	0	0	No remarks	No remarks
2006-07-15	Cas2	B	50	0	0	No remarks	No remarks
2006-07-15	Cas2	C	50	0	0	No remarks	No remarks
2006-07-15	Cas2	D	50	0	0	No remarks	No remarks
2006-07-15	Cas3	A	45	0	0	No remarks	No remarks
2006-07-15	Cas3	B	50	0	0	No remarks	No remarks
2006-07-15	Cas3	C	50	0	0	No remarks	No remarks
2006-07-15	Cas3	D	43	0	0	No remarks	No remarks
2006-07-15	Cas4	A	50	0	0	No remarks	No remarks
2006-07-15	Cas4	B	50	0	0	No remarks	No remarks
2006-07-15	Cas4	C	42	8	0	No remarks	No remarks
2006-07-15	Cas4	D	46	4	0	No remarks	No remarks
2006-07-22	Cas1	A	0	22	28	No remarks	No remarks
2006-07-22	Cas1	B	0	22	28	No remarks	No remarks
2006-07-22	Cas1	C	0	26	24	No remarks	No remarks
2006-07-22	Cas1	D	0	16	34	No remarks	No remarks
2006-07-22	Cas2	A	20	30	0	No remarks	No remarks
2006-07-22	Cas2	B	9	41	0	No remarks	No remarks
2006-07-22	Cas2	C	23	27	0	No remarks	No remarks
2006-07-22	Cas2	D	15	35	0	No remarks	No remarks
2006-07-22	Cas3	A	8	39	0	No remarks	No remarks
2006-07-22	Cas3	B	13	37	0	No remarks	No remarks
2006-07-22	Cas3	C	3	47	0	No remarks	No remarks
2006-07-22	Cas3	D	3	47	0	No remarks	No remarks
2006-07-22	Cas4	A	11	39	0	No remarks	No remarks
2006-07-22	Cas4	B	4	46	0	No remarks	No remarks
2006-07-22	Cas4	C	0	48	2	No remarks	No remarks
2006-07-22	Cas4	D	2	48	0	No remarks	No remarks
2006-07-29	Cas1	A	0	5	45	No remarks	No remarks
2006-07-29	Cas1	B	0	2	48	No remarks	No remarks
2006-07-29	Cas1	C	0	4	46	No remarks	No remarks
2006-07-29	Cas1	D	0	2	48	No remarks	No remarks
2006-07-29	Cas2	A	3	34	13	No remarks	No remarks
2006-07-29	Cas2	B	4	40	6	No remarks	No remarks
2006-07-29	Cas2	C	10	33	7	No remarks	No remarks
2006-07-29	Cas2	D	12	36	2	No remarks	No remarks
2006-07-29	Cas3	A	1	41	8	No remarks	No remarks
2006-07-29	Cas3	B	1	46	3	No remarks	No remarks
2006-07-29	Cas3	C	0	41	9	No remarks	No remarks
2006-07-29	Cas3	D	1	41	8	No remarks	No remarks
2006-07-29	Cas4	A	3	37	10	No remarks	No remarks
2006-07-29	Cas4	B	3	26	21	No remarks	No remarks
2006-07-29	Cas4	C	3	23	24	No remarks	No remarks
2006-07-29	Cas4	D	0	31	19	No remarks	No remarks
2006-08-05	Cas1	A	0	0	50	No remarks	No remarks
2006-08-05	Cas1	B	1	0	49	No remarks	No remarks
2006-08-05	Cas1	C	0	0	50	No remarks	No remarks
2006-08-05	Cas1	D	0	0	50	No remarks	No remarks
2006-08-05	Cas2	A	0	1	49	No remarks	No remarks
2006-08-05	Cas2	B	0	10	40	No remarks	No remarks
2006-08-05	Cas2	C	1	2	47	No remarks	No remarks
2006-08-05	Cas2	D	0	1	49	No remarks	No remarks
2006-08-05	Cas3	A	0	2	48	No remarks	No remarks
2006-08-05	Cas3	B	0	1	49	No remarks	No remarks
2006-08-05	Cas3	C	0	1	49	No remarks	No remarks
2006-08-05	Cas3	D	4	2	44	No remarks	No remarks
2006-08-05	Cas4	A	0	3	47	No remarks	No remarks
2006-08-05	Cas4	B	1	1	48	No remarks	No remarks
2006-08-05	Cas4	C	0	1	49	No remarks	No remarks
2006-08-05	Cas4	D	3	1	46	No remarks	No remarks
2006-08-12	Cas1	A	0	0	50	No remarks	No remarks
2006-08-12	Cas1	B	1	0	49	No remarks	No remarks
2006-08-12	Cas1	C	0	0	50	No remarks	No remarks
2006-08-12	Cas1	D	0	0	50	No remarks	No remarks
2006-08-12	Cas2	A	0	0	50	No remarks	No remarks
2006-08-12	Cas2	B	1	1	48	No remarks	No remarks
2006-08-12	Cas2	C	0	0	50	No remarks	No remarks
2006-08-12	Cas2	D	0	0	50	No remarks	No remarks
2006-08-12	Cas3	A	0	0	50	No remarks	No remarks
2006-08-12	Cas3	B	1	0	49	No remarks	No remarks
2006-08-12	Cas3	C	2	0	48	No remarks	No remarks
2006-08-12	Cas3	D	3	0	47	No remarks	No remarks
2006-08-12	Cas4	A	0	0	50	No remarks	No remarks
2006-08-12	Cas4	B	3	0	47	No remarks	No remarks
2006-08-12	Cas4	C	2	0	48	No remarks	No remarks
2006-08-12	Cas4	D	1	2	47	No remarks	No remarks
2006-08-18	Cas1	A	0	0	50	No remarks	No remarks
2006-08-18	Cas1	B	1	0	49	No remarks	No remarks
2006-08-18	Cas1	C	0	0	50	No remarks	No remarks
2006-08-18	Cas1	D	0	0	50	No remarks	No remarks
2006-08-18	Cas2	A	0	0	50	No remarks	No remarks
2006-08-18	Cas2	B	1	0	49	No remarks	No remarks
2006-08-18	Cas2	C	0	0	50	No remarks	No remarks
2006-08-18	Cas2	D	0	0	50	No remarks	No remarks
2006-08-18	Cas3	A	1	0	49	No remarks	No remarks
2006-08-18	Cas3	B	0	1	49	No remarks	No remarks
2006-08-18	Cas3	C	1	0	49	No remarks	No remarks
2006-08-18	Cas3	D	3	0	47	No remarks	No remarks
2006-08-18	Cas4	A	3	0	47	No remarks	No remarks
2006-08-18	Cas4	B	2	0	48	No remarks	No remarks
2006-08-18	Cas4	C	2	0	48	No remarks	No remarks
2006-08-18	Cas4	D	4	0	46	No remarks	No remarks
2006-08-26	Cas1	A	3	0	47	No remarks	No remarks
2006-08-26	Cas1	B	2	0	48	No remarks	No remarks
2006-08-26	Cas1	C	3	0	47	No remarks	No remarks
2006-08-26	Cas1	D	6	0	44	No remarks	No remarks
2006-08-26	Cas2	A	1	0	49	No remarks	No remarks
2006-08-26	Cas2	B	2	0	48	No remarks	No remarks
2006-08-26	Cas2	C	0	0	50	No remarks	No remarks
2006-08-26	Cas2	D	0	0	50	No remarks	No remarks
2006-08-26	Cas3	A	2	0	48	No remarks	No remarks
2006-08-26	Cas3	B	0	0	50	No remarks	No remarks
2006-08-26	Cas3	C	0	0	50	No remarks	No remarks
2006-08-26	Cas3	D	2	0	48	No remarks	No remarks
2006-08-26	Cas4	A	2	1	47	No remarks	No remarks
2006-08-26	Cas4	B	0	1	49	No remarks	No remarks
2006-08-26	Cas4	C	2	0	48	No remarks	No remarks
2006-08-26	Cas4	D	3	0	47	No remarks	No remarks
2007-06-03	Cas1	B	0	0	0	No remarks	No remarks
2007-06-03	Cas1	C	0	0	0	No remarks	No remarks
2007-06-03	Cas1	D	0	0	0	No remarks	No remarks
2007-06-10	Cas1	A	0	0	0	No remarks	No remarks
2007-06-10	Cas1	B	0	0	0	No remarks	No remarks
2007-06-10	Cas1	C	0	0	0	No remarks	No remarks
2007-06-10	Cas1	D	0	0	0	No remarks	No remarks
2007-06-10	Cas3	A	0	0	0	No remarks	No remarks
2007-06-10	Cas3	B	0	0	0	No remarks	No remarks
2007-06-10	Cas3	C	0	0	0	No remarks	No remarks
2007-06-10	Cas3	D	0	0	0	No remarks	No remarks
2007-06-17	Cas1	A	0	0	0	No remarks	No remarks
2007-06-17	Cas1	B	0	0	0	No remarks	No remarks
2007-06-17	Cas1	C	0	0	0	No remarks	No remarks
2007-06-17	Cas1	D	0	0	0	No remarks	No remarks
2007-06-17	Cas2	A	0	0	0	No remarks	No remarks
2007-06-17	Cas2	B	0	0	0	No remarks	No remarks
2007-06-17	Cas2	C	0	0	0	No remarks	No remarks
2007-06-17	Cas2	D	0	0	0	No remarks	No remarks
2007-06-17	Cas3	A	0	0	0	No remarks	No remarks
2007-06-17	Cas3	B	0	0	0	No remarks	No remarks
2007-06-17	Cas3	C	0	0	0	No remarks	No remarks
2007-06-17	Cas3	D	0	0	0	No remarks	No remarks
2007-06-17	Cas4	A	0	0	0	No remarks	No remarks
2007-06-17	Cas4	B	0	0	0	No remarks	No remarks
2007-06-17	Cas4	C	0	0	0	No remarks	No remarks
2007-06-17	Cas4	D	0	0	0	No remarks	No remarks
2007-06-24	Cas1	A	36	0	0	No remarks	No remarks
2007-06-24	Cas1	B	51	1	0	No remarks	No remarks
2007-06-24	Cas1	C	49	8	0	No remarks	No remarks
2007-06-24	Cas1	D	34	10	0	No remarks	No remarks
2007-06-24	Cas2	A	0	0	0	No remarks	No remarks
2007-06-24	Cas2	B	0	0	0	No remarks	No remarks
2007-06-24	Cas2	C	0	0	0	No remarks	No remarks
2007-06-24	Cas2	D	0	0	0	No remarks	No remarks
2007-06-24	Cas3	A	2	0	0	No remarks	No remarks
2007-06-24	Cas3	B	3	0	0	No remarks	No remarks
2007-06-24	Cas3	C	1	0	0	No remarks	No remarks
2007-06-24	Cas3	D	0	0	0	No remarks	No remarks
2007-06-24	Cas4	A	0	0	0	No remarks	No remarks
2007-06-24	Cas4	B	0	0	0	No remarks	No remarks
2007-06-24	Cas4	C	0	0	0	No remarks	No remarks
2007-06-24	Cas4	D	0	0	0	No remarks	No remarks
2007-07-01	Cas1	A	6	49	0	No remarks	No remarks
2007-07-01	Cas1	B	9	45	0	No remarks	No remarks
2007-07-01	Cas1	C	0	60	0	No remarks	No remarks
2007-07-01	Cas1	D	4	47	0	No remarks	No remarks
2007-07-01	Cas2	A	47	0	0	No remarks	No remarks
2007-07-01	Cas2	B	21	0	0	No remarks	No remarks
2007-07-01	Cas2	C	20	0	0	No remarks	No remarks
2007-07-01	Cas2	D	13	0	0	No remarks	No remarks
2007-07-01	Cas3	A	12	5	0	No remarks	No remarks
2007-07-01	Cas3	B	15	6	0	No remarks	No remarks
2007-07-01	Cas3	C	10	1	0	No remarks	No remarks
2007-07-01	Cas3	D	8	0	0	No remarks	No remarks
2007-07-01	Cas4	A	10	0	0	No remarks	No remarks
2007-07-01	Cas4	B	12	0	0	No remarks	No remarks
2007-07-01	Cas4	C	27	1	0	No remarks	No remarks
2007-07-01	Cas4	D	26	4	0	No remarks	No remarks
2007-07-08	Cas1	A	0	46	36	No remarks	No remarks
2007-07-08	Cas1	B	0	33	18	No remarks	No remarks
2007-07-08	Cas1	C	0	16	37	No remarks	No remarks
2007-07-08	Cas1	D	0	29	29	No remarks	No remarks
2007-07-08	Cas2	A	14	48	0	No remarks	No remarks
2007-07-08	Cas2	B	5	45	0	No remarks	No remarks
2007-07-08	Cas2	C	4	39	0	No remarks	No remarks
2007-07-08	Cas2	D	1	17	0	No remarks	No remarks
2007-07-08	Cas3	A	2	21	0	Very empty	No remarks
2007-07-08	Cas3	B	1	35	1	Very empty	No remarks
2007-07-08	Cas3	C	0	16	0	Very empty	No remarks
2007-07-08	Cas3	D	0	11	0	Very empty	No remarks
2007-07-08	Cas4	A	5	7	0	Very dry	No remarks
2007-07-08	Cas4	B	1	27	0	No remarks	No remarks
2007-07-08	Cas4	C	12	47	0	No remarks	No remarks
2007-07-08	Cas4	D	10	35	0	No remarks	No remarks
2007-07-15	Cas1	A	0	8	66	No remarks	No remarks
2007-07-15	Cas1	B	0	6	60	No remarks	No remarks
2007-07-15	Cas1	C	0	2	48	No remarks	No remarks
2007-07-15	Cas1	D	0	6	44	No remarks	No remarks
2007-07-15	Cas2	A	0	15	15	No remarks	No remarks
2007-07-15	Cas2	B	0	43	10	No remarks	No remarks
2007-07-15	Cas2	C	0	39	13	No remarks	No remarks
2007-07-15	Cas2	D	0	36	3	No remarks	No remarks
2007-07-15	Cas3	A	0	13	5	Very empty	No remarks
2007-07-15	Cas3	B	0	33	6	No remarks	No remarks
2007-07-15	Cas3	C	0	16	0	Very empty	No remarks
2007-07-15	Cas3	D	0	8	2	Very empty	No remarks
2007-07-15	Cas4	A	1	26	0	No remarks	No remarks
2007-07-15	Cas4	B	0	27	9	No remarks	No remarks
2007-07-15	Cas4	C	0	75	4	No remarks	No remarks
2007-07-15	Cas4	D	2	52	4	No remarks	No remarks
2007-07-22	Cas1	A	0	0	50	No remarks	No remarks
2007-07-22	Cas1	B	0	1	72	No remarks	No remarks
2007-07-22	Cas1	C	0	0	50	No remarks	No remarks
2007-07-22	Cas1	D	0	1	52	No remarks	No remarks
2007-07-22	Cas2	A	2	6	48	No remarks	No remarks
2007-07-22	Cas2	B	0	27	41	No remarks	No remarks
2007-07-22	Cas2	C	0	13	41	No remarks	No remarks
2007-07-22	Cas2	D	1	12	23	No remarks	No remarks
2007-07-22	Cas3	A	0	1	12	No remarks	No remarks
2007-07-22	Cas3	B	0	2	31	No remarks	No remarks
2007-07-22	Cas3	C	0	0	6	No remarks	No remarks
2007-07-22	Cas3	D	0	0	10	No remarks	No remarks
2007-07-22	Cas4	A	0	9	16	No remarks	No remarks
2007-07-22	Cas4	B	0	1	27	No remarks	No remarks
2007-07-22	Cas4	C	0	16	44	No remarks	No remarks
2007-07-22	Cas4	D	0	6	25	No remarks	No remarks
2007-07-29	Cas1	A	0	0	54	Totally senescent	No remarks
2007-07-29	Cas1	B	0	0	65	Totally senescent	No remarks
2007-07-29	Cas1	C	0	0	36	Totally senescent	No remarks
2007-07-29	Cas1	D	0	0	42	Totally senescent	No remarks
2007-07-29	Cas2	A	0	2	48	No remarks	No remarks
2007-07-29	Cas2	B	0	1	51	No remarks	No remarks
2007-07-29	Cas2	C	0	0	42	No remarks	No remarks
2007-07-29	Cas2	D	0	0	20	No remarks	No remarks
2007-07-29	Cas3	A	0	0	9	Totally senescent	No remarks
2007-07-29	Cas3	B	0	0	20	Totally senescent	No remarks
2007-07-29	Cas3	C	0	0	9	Totally senescent	No remarks
2007-07-29	Cas3	D	0	0	7	Totally senescent	No remarks
2007-07-29	Cas4	A	0	1	18	No remarks	No remarks
2007-07-29	Cas4	B	0	0	19	No remarks	No remarks
2007-07-29	Cas4	C	0	0	55	No remarks	No remarks
2007-07-29	Cas4	D	0	0	29	No remarks	No remarks
2007-08-06	Cas2	A	0	0	57	Totally senescent	No remarks
2007-08-06	Cas2	B	0	0	55	Totally senescent	No remarks
2007-08-06	Cas2	C	0	0	59	Totally senescent	No remarks
2007-08-06	Cas2	D	0	0	35	Totally senescent	No remarks
2007-08-06	Cas4	A	0	0	20	Totally senescent	No remarks
2007-08-06	Cas4	B	0	0	39	Totally senescent	No remarks
