Date	Plot	Section	Buds	Flowers	Senescent	Open	Eaten	Field_remarks	General_remarks
2002-08-26	Pap1	A	0	0	4	46	0	No remarks	No remarks
2002-08-26	Pap1	B	0	0	11	38	0	No remarks	No remarks
2002-08-26	Pap1	C	0	0	10	40	0	No remarks	No remarks
2002-08-26	Pap1	D	0	0	6	44	0	No remarks	No remarks
2002-08-26	Pap2	A	0	0	1	7	40	No more flowers found	No remarks
2002-08-26	Pap2	B	0	0	0	0	78	No more flowers found	No remarks
2002-08-26	Pap2	C	0	0	0	0	69	No more flowers found	No remarks
2002-08-26	Pap2	D	0	1	0	1	65	No more flowers found	No remarks
2002-08-26	Pap3	A	0	0	0	27	14	No remarks	No remarks
2002-08-26	Pap3	B	0	0	1	49	0	No remarks	No remarks
2002-08-26	Pap3	C	0	0	1	49	3	No remarks	No remarks
2002-08-26	Pap3	D	0	1	1	22	6	No remarks	No remarks
2002-08-26	Pap4	A	0	0	0	0	4	No more flowers found	No remarks
2002-08-26	Pap4	B	0	0	4	2	7	No more flowers found	No remarks
2002-08-26	Pap4	C	0	0	4	4	11	No more flowers found	No remarks
2002-08-26	Pap4	D	0	0	1	2	7	No more flowers found	No remarks
2003-06-10	Pap1	A	0	0	0	0	0	No remarks	No remarks
2003-06-10	Pap1	B	0	0	0	0	0	No remarks	No remarks
2003-06-10	Pap1	C	0	0	0	0	0	No remarks	No remarks
2003-06-10	Pap1	D	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap1	A	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap1	B	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap1	C	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap1	D	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap2	A	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap2	B	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap2	C	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap2	D	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap3	A	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap3	B	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap3	C	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap3	D	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap4	A	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap4	B	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap4	C	0	0	0	0	0	No remarks	No remarks
2003-06-17	Pap4	D	0	0	0	0	0	No remarks	No remarks
2003-06-24	Pap1	A	13	0	0	0	0	No remarks	No remarks
2003-06-24	Pap1	B	16	0	0	0	0	No remarks	No remarks
2003-06-24	Pap1	C	8	0	0	0	0	No remarks	No remarks
2003-06-24	Pap1	D	12	0	0	0	0	No remarks	No remarks
2003-06-24	Pap2	A	6	0	0	0	0	No remarks	No remarks
2003-06-24	Pap2	B	7	0	0	0	0	No remarks	No remarks
2003-06-24	Pap2	C	5	0	0	0	0	No remarks	No remarks
2003-06-24	Pap2	D	2	0	0	0	0	No remarks	No remarks
2003-06-24	Pap3	A	2	0	0	0	0	No remarks	No remarks
2003-06-24	Pap3	B	7	0	0	0	0	No remarks	No remarks
2003-06-24	Pap3	C	5	0	0	0	0	No remarks	No remarks
2003-06-24	Pap3	D	4	0	0	0	0	No remarks	No remarks
2003-06-24	Pap4	A	0	0	0	0	0	No remarks	No remarks
2003-06-24	Pap4	B	0	0	0	0	0	No remarks	No remarks
2003-06-24	Pap4	C	0	0	0	0	0	No remarks	No remarks
2003-06-24	Pap4	D	0	0	0	0	0	No remarks	No remarks
2003-07-01	Pap1	A	33	3	0	0	0	No remarks	No remarks
2003-07-01	Pap1	B	44	5	0	0	0	No remarks	No remarks
2003-07-01	Pap1	C	39	7	0	0	0	No remarks	No remarks
2003-07-01	Pap1	D	34	1	0	0	0	No remarks	No remarks
2003-07-01	Pap2	A	31	0	0	0	0	No remarks	No remarks
2003-07-01	Pap2	B	50	0	0	0	0	No remarks	No remarks
2003-07-01	Pap2	C	23	0	0	0	0	No remarks	No remarks
2003-07-01	Pap2	D	43	0	0	0	0	No remarks	No remarks
2003-07-01	Pap3	A	16	0	0	0	0	No remarks	No remarks
2003-07-01	Pap3	B	29	0	0	0	0	No remarks	No remarks
2003-07-01	Pap3	C	33	0	0	0	0	No remarks	No remarks
2003-07-01	Pap3	D	17	0	0	0	0	No remarks	No remarks
2003-07-01	Pap4	A	1	0	0	0	0	No remarks	No remarks
2003-07-01	Pap4	B	0	0	0	0	0	No remarks	No remarks
2003-07-01	Pap4	C	3	0	0	0	0	No remarks	No remarks
2003-07-01	Pap4	D	2	0	0	0	0	No remarks	No remarks
2003-07-08	Pap1	A	5	42	4	0	0	No remarks	No remarks
2003-07-08	Pap1	B	3	42	9	0	0	No remarks	No remarks
2003-07-08	Pap1	C	7	40	6	0	0	No remarks	No remarks
2003-07-08	Pap1	D	8	40	2	0	0	No remarks	No remarks
2003-07-08	Pap2	A	21	29	0	0	0	There were 7 white flowers but they were not included in the count	No remarks
2003-07-08	Pap2	B	25	25	0	0	0	2 white flowers included in the count	No remarks
2003-07-08	Pap2	C	30	20	0	0	0	No remarks	No remarks
2003-07-08	Pap2	D	23	27	0	0	0	No remarks	No remarks
2003-07-08	Pap3	A	42	4	0	0	0	No remarks	No remarks
2003-07-08	Pap3	B	32	18	0	0	0	No remarks	No remarks
2003-07-08	Pap3	C	40	10	0	0	0	No remarks	No remarks
2003-07-08	Pap3	D	32	11	0	0	0	No remarks	No remarks
2003-07-08	Pap4	A	10	0	0	0	0	No remarks	No remarks
2003-07-08	Pap4	B	7	0	0	0	0	No remarks	No remarks
2003-07-08	Pap4	C	7	0	0	0	0	No remarks	No remarks
2003-07-08	Pap4	D	5	0	0	0	0	No remarks	No remarks
2003-07-15	Pap2	A	3	27	20	0	0	No remarks	No remarks
2003-07-15	Pap2	B	9	29	19	0	0	No remarks	No remarks
2003-07-15	Pap2	C	5	32	13	0	0	No remarks	No remarks
2003-07-15	Pap2	D	9	31	10	0	0	No remarks	No remarks
2003-07-15	Pap4	A	0	10	0	0	0	No remarks	No remarks
2003-07-15	Pap4	B	9	1	0	0	0	No remarks	No remarks
2003-07-15	Pap4	C	12	1	0	0	0	No remarks	No remarks
2003-07-15	Pap4	D	2	4	0	0	0	No remarks	No remarks
2003-07-22	Pap1	A	1	4	45	0	2	No remarks	No remarks
2003-07-22	Pap1	B	1	2	47	0	0	No remarks	No remarks
2003-07-22	Pap1	C	0	1	48	1	1	No remarks	No remarks
2003-07-22	Pap1	D	0	3	47	0	0	No remarks	No remarks
2003-07-22	Pap2	A	0	2	48	0	0	No remarks	No remarks
2003-07-22	Pap2	B	0	3	47	0	0	No remarks	No remarks
2003-07-22	Pap2	C	0	4	46	0	0	No remarks	No remarks
2003-07-22	Pap2	D	0	5	45	0	0	No remarks	No remarks
2003-07-22	Pap3	A	2	14	39	0	0	No remarks	No remarks
2003-07-22	Pap3	B	1	5	44	0	0	No remarks	No remarks
2003-07-22	Pap3	C	2	6	42	0	0	No remarks	No remarks
2003-07-22	Pap3	D	1	12	37	0	0	No remarks	No remarks
2003-07-22	Pap4	A	0	5	6	0	0	No remarks	No remarks
2003-07-22	Pap4	B	1	10	1	0	0	No remarks	No remarks
2003-07-22	Pap4	C	2	16	2	0	0	No remarks	No remarks
2003-07-22	Pap4	D	0	3	6	0	0	No remarks	No remarks
2003-07-29	Pap1	A	0	1	30	19	0	No remarks	No remarks
2003-07-29	Pap1	B	1	2	34	15	0	No remarks	No remarks
2003-07-29	Pap1	C	0	0	33	17	1	No remarks	No remarks
2003-07-29	Pap1	D	2	3	40	5	0	No remarks	No remarks
2003-07-29	Pap2	A	3	2	43	2	0	No remarks	No remarks
2003-07-29	Pap2	B	0	0	47	3	0	No remarks	No remarks
2003-07-29	Pap2	C	2	4	36	8	0	No remarks	No remarks
2003-07-29	Pap2	D	4	5	40	5	0	No remarks	No remarks
2003-07-29	Pap3	A	0	2	48	0	0	No remarks	No remarks
2003-07-29	Pap3	B	0	4	46	0	0	No remarks	No remarks
2003-07-29	Pap3	C	1	2	47	0	0	No remarks	No remarks
2003-07-29	Pap3	D	0	2	48	0	0	No remarks	No remarks
2003-07-29	Pap4	A	0	0	11	0	0	No remarks	No remarks
2003-07-29	Pap4	B	1	1	12	0	0	No remarks	No remarks
2003-07-29	Pap4	C	0	3	17	0	0	No remarks	No remarks
2003-07-29	Pap4	D	0	0	9	0	0	No remarks	No remarks
2003-08-05	Pap1	A	0	1	7	42	0	No remarks	No remarks
2003-08-05	Pap1	B	0	1	8	41	0	No remarks	No remarks
2003-08-05	Pap1	C	0	3	6	41	2	No remarks	No remarks
2003-08-05	Pap1	D	0	3	9	38	0	No remarks	No remarks
2003-08-05	Pap2	A	0	2	9	40	0	No remarks	No remarks
2003-08-05	Pap2	B	0	2	14	34	0	No remarks	No remarks
2003-08-05	Pap2	C	0	2	19	30	0	No remarks	No remarks
2003-08-05	Pap2	D	1	2	20	30	0	No remarks	No remarks
2003-08-05	Pap3	A	0	0	30	20	0	No remarks	No remarks
2003-08-05	Pap3	B	0	0	21	29	0	No remarks	No remarks
2003-08-05	Pap3	C	0	2	33	15	0	No remarks	No remarks
2003-08-05	Pap3	D	0	0	31	19	0	No remarks	No remarks
2003-08-05	Pap4	A	0	0	8	2	0	No remarks	No remarks
2003-08-05	Pap4	B	1	0	10	0	0	No remarks	No remarks
2003-08-05	Pap4	C	0	2	18	0	0	No remarks	No remarks
2003-08-05	Pap4	D	0	0	9	0	0	No remarks	No remarks
2003-08-12	Pap1	A	0	0	0	30	0	20 with headsmissing . Probably due to heavy winds, not predation	No remarks
2003-08-12	Pap1	B	0	0	2	48	0	No remarks	No remarks
2003-08-12	Pap1	C	0	0	1	42	0	7 with heads missing. Probably due to heavy winds, not predation	No remarks
2003-08-12	Pap1	D	0	0	1	17	0	32 with heads missing. Probably due to heavy winds, not predation	No remarks
2003-08-12	Pap2	A	0	0	3	47	0	No remarks	No remarks
2003-08-12	Pap2	B	0	0	3	47	0	No remarks	No remarks
2003-08-12	Pap2	C	0	0	4	46	0	No remarks	No remarks
2003-08-12	Pap2	D	0	0	9	41	0	No remarks	No remarks
2003-08-12	Pap3	A	0	0	4	46	0	No remarks	No remarks
2003-08-12	Pap3	B	0	0	3	47	0	No remarks	No remarks
2003-08-12	Pap3	C	0	0	5	45	0	No remarks	No remarks
2003-08-12	Pap3	D	0	1	9	40	0	No remarks	No remarks
2003-08-12	Pap4	A	0	0	2	9	0	No remarks	No remarks
2003-08-12	Pap4	B	0	0	7	5	0	No remarks	No remarks
2003-08-12	Pap4	C	0	0	8	8	0	No remarks	No remarks
2003-08-12	Pap4	D	0	0	0	8	0	No remarks	No remarks
2003-08-19	Pap1	A	0	0	3	33	0	17 with heads missing	No remarks
2003-08-19	Pap1	B	0	0	2	48	0	No remarks	No remarks
2003-08-19	Pap1	C	0	0	1	39	0	10 with heads missing	No remarks
2003-08-19	Pap1	D	0	0	1	17	0	32 with heads missing	No remarks
2003-08-19	Pap2	A	0	0	3	47	0	No remarks	No remarks
2003-08-19	Pap2	B	0	0	1	49	0	No remarks	No remarks
2003-08-19	Pap2	C	0	0	3	47	0	No remarks	No remarks
2003-08-19	Pap2	D	0	0	3	47	0	No remarks	No remarks
2003-08-19	Pap3	A	0	0	0	50	0	No remarks	No remarks
2003-08-19	Pap3	B	0	0	0	50	0	No remarks	No remarks
2003-08-19	Pap3	C	0	0	2	48	0	No remarks	No remarks
2003-08-19	Pap3	D	0	0	3	47	0	No remarks	No remarks
2003-08-19	Pap4	A	0	0	0	10	0	No remarks	No remarks
2003-08-19	Pap4	B	1	0	3	9	0	The bud already seamed wilted	No remarks
2003-08-19	Pap4	C	0	0	2	14	0	No remarks	No remarks
2003-08-19	Pap4	D	0	0	0	9	0	No remarks	No remarks
2003-08-26	Pap1	A	0	0	0	35	0	15 with heads missing	No remarks
2003-08-26	Pap1	B	0	0	0	20	0	30 with heads missing	No remarks
2003-08-26	Pap1	C	0	0	1	35	0	14 with heads missing	No remarks
2003-08-26	Pap1	D	0	0	0	10	0	40 with heads missing	No remarks
2003-08-26	Pap2	A	0	0	1	49	0	No remarks	No remarks
2003-08-26	Pap2	B	0	0	0	50	0	No remarks	No remarks
2003-08-26	Pap2	C	0	0	0	25	0	25 with heads missing	No remarks
2003-08-26	Pap2	D	0	0	3	47	0	Also many with heads missing	No remarks
2003-08-26	Pap3	A	0	0	0	50	0	No remarks	No remarks
2003-08-26	Pap3	B	0	0	0	50	0	No remarks	No remarks
2003-08-26	Pap3	C	0	0	0	50	0	No remarks	No remarks
2003-08-26	Pap3	D	0	0	1	49	0	No remarks	No remarks
2003-08-26	Pap4	A	0	0	0	9	0	No remarks	No remarks
2003-08-26	Pap4	B	1	0	0	12	0	The bud is wilted	No remarks
2003-08-26	Pap4	C	0	0	0	18	0	No remarks	No remarks
2003-08-26	Pap4	D	0	0	0	9	0	No remarks	No remarks
2004-06-17	Pap1	A	0	0	0	0	0	No remarks	No remarks
2004-06-17	Pap1	B	0	0	0	0	0	No remarks	No remarks
2004-06-17	Pap1	C	0	0	0	0	0	No remarks	No remarks
2004-06-17	Pap1	D	0	0	0	0	0	No remarks	No remarks
2004-06-17	Pap2	A	0	0	0	0	0	No remarks	No remarks
2004-06-17	Pap2	B	0	0	0	0	0	No remarks	No remarks
2004-06-17	Pap2	C	0	0	0	0	0	No remarks	No remarks
2004-06-17	Pap2	D	0	0	0	0	0	No remarks	No remarks
2004-06-24	Pap1	A	10	0	0	0	0	No remarks	No remarks
2004-06-24	Pap1	B	20	0	0	0	0	No remarks	No remarks
2004-06-24	Pap1	C	16	0	0	0	0	No remarks	No remarks
2004-06-24	Pap1	D	16	0	0	0	0	No remarks	No remarks
2004-06-24	Pap2	A	8	0	0	0	0	No remarks	No remarks
2004-06-24	Pap2	B	13	0	0	0	0	No remarks	No remarks
2004-06-24	Pap2	C	6	0	0	0	0	No remarks	No remarks
2004-06-24	Pap2	D	28	0	0	0	0	No remarks	No remarks
2004-06-24	Pap3	A	8	0	0	0	0	No remarks	No remarks
2004-06-24	Pap3	B	32	0	0	0	0	No remarks	No remarks
2004-06-24	Pap3	C	23	0	0	0	0	No remarks	No remarks
2004-06-24	Pap3	D	22	0	0	0	0	No remarks	No remarks
2004-06-24	Pap4	A	0	0	0	0	0	No remarks	No remarks
2004-06-24	Pap4	B	0	0	0	0	0	No remarks	No remarks
2004-06-24	Pap4	C	0	0	0	0	0	No remarks	No remarks
2004-06-24	Pap4	D	0	0	0	0	0	No remarks	No remarks
2004-07-01	Pap1	A	30	0	0	0	0	No remarks	No remarks
2004-07-01	Pap1	B	39	0	0	0	0	No remarks	No remarks
2004-07-01	Pap1	C	9	0	0	0	0	No remarks	No remarks
2004-07-01	Pap1	D	20	0	0	0	0	No remarks	No remarks
2004-07-01	Pap2	A	13	0	0	0	0	No remarks	No remarks
2004-07-01	Pap2	B	30	0	0	0	0	No remarks	No remarks
2004-07-01	Pap2	C	28	0	0	0	0	No remarks	No remarks
2004-07-01	Pap2	D	33	0	0	0	0	No remarks	No remarks
2004-07-01	Pap3	A	20	0	0	0	0	No remarks	No remarks
2004-07-01	Pap3	B	40	3	0	0	0	No remarks	No remarks
2004-07-01	Pap3	C	32	0	0	0	0	No remarks	No remarks
2004-07-01	Pap3	D	22	2	0	0	0	No remarks	No remarks
2004-07-01	Pap4	A	0	0	0	0	0	No remarks	No remarks
2004-07-01	Pap4	B	1	0	0	0	0	No remarks	No remarks
2004-07-01	Pap4	C	0	0	0	0	0	No remarks	No remarks
2004-07-01	Pap4	D	1	0	0	0	0	No remarks	No remarks
2004-07-08	Pap1	A	33	11	0	0	0	No remarks	No remarks
2004-07-08	Pap1	B	39	12	0	0	0	No remarks	No remarks
2004-07-08	Pap1	C	46	10	0	0	0	No remarks	No remarks
2004-07-08	Pap1	D	35	12	0	0	0	No remarks	No remarks
2004-07-08	Pap2	A	14	15	0	0	0	1 white flower	No remarks
2004-07-08	Pap2	B	34	19	0	0	0	No remarks	No remarks
2004-07-08	Pap2	C	20	31	0	0	0	No remarks	No remarks
2004-07-08	Pap2	D	30	23	0	0	0	No remarks	No remarks
2004-07-08	Pap3	A	4	23	0	0	0	No remarks	No remarks
2004-07-08	Pap3	B	9	45	0	0	0	No remarks	No remarks
2004-07-08	Pap3	C	8	43	0	0	0	No remarks	No remarks
2004-07-08	Pap3	D	6	33	0	0	0	No remarks	No remarks
2004-07-08	Pap4	A	0	0	0	0	0	No remarks	No remarks
2004-07-08	Pap4	B	1	0	0	0	0	No remarks	No remarks
2004-07-08	Pap4	C	0	0	0	0	0	No remarks	No remarks
2004-07-08	Pap4	D	1	0	0	0	0	No remarks	No remarks
2004-07-15	Pap1	A	3	45	10	0	0	No remarks	No remarks
2004-07-15	Pap1	B	6	61	1	0	0	No remarks	No remarks
2004-07-15	Pap1	C	6	55	0	0	0	No remarks	No remarks
2004-07-15	Pap1	D	9	48	1	0	0	No remarks	No remarks
2004-07-15	Pap2	A	4	40	8	0	0	No remarks	No remarks
2004-07-15	Pap2	B	5	36	11	0	0	No remarks	No remarks
2004-07-15	Pap2	C	3	32	20	0	0	No remarks	No remarks
2004-07-15	Pap2	D	4	53	19	0	0	No remarks	No remarks
2004-07-16	Pap3	A	0	8	19	0	0	No remarks	No remarks
2004-07-16	Pap3	B	2	25	38	0	0	No remarks	No remarks
2004-07-16	Pap3	C	0	18	34	0	0	No remarks	No remarks
2004-07-16	Pap3	D	0	13	23	0	0	No remarks	No remarks
2004-07-16	Pap4	A	0	17	0	0	0	No remarks	No remarks
2004-07-16	Pap4	B	0	2	0	0	0	No remarks	No remarks
2004-07-16	Pap4	C	1	6	0	0	0	No remarks	No remarks
2004-07-16	Pap4	D	0	5	0	0	0	No remarks	No remarks
2004-07-22	Pap1	A	2	9	31	0	3	No remarks	No remarks
2004-07-22	Pap1	B	0	10	39	0	13	No remarks	No remarks
2004-07-22	Pap1	C	3	11	36	0	3	No remarks	No remarks
2004-07-22	Pap1	D	2	3	38	0	12	No remarks	No remarks
2004-07-22	Pap2	A	2	15	31	0	0	2 white flowers	No remarks
2004-07-22	Pap2	B	7	15	41	0	0	No remarks	No remarks
2004-07-22	Pap2	C	3	9	38	0	0	No remarks	No remarks
2004-07-22	Pap2	D	2	4	46	0	0	No remarks	No remarks
2004-07-22	Pap3	A	0	0	19	0	0	No remarks	No remarks
2004-07-22	Pap3	B	2	5	44	0	0	No remarks	No remarks
2004-07-22	Pap3	C	0	4	34	0	0	No remarks	No remarks
2004-07-22	Pap3	D	1	2	22	0	0	No remarks	No remarks
2004-07-22	Pap4	A	0	11	1	0	0	No remarks	No remarks
2004-07-22	Pap4	B	0	5	1	0	0	No remarks	No remarks
2004-07-22	Pap4	C	0	10	0	0	0	No remarks	No remarks
2004-07-22	Pap4	D	0	8	0	0	0	No remarks	No remarks
2004-07-29	Pap1	A	0	6	32	1	7	Not freshly eaten	No remarks
2004-07-29	Pap1	B	0	2	45	0	10	Not freshly eaten	No remarks
2004-07-29	Pap1	C	0	10	30	0	13	Not freshly eaten	No remarks
2004-07-29	Pap1	D	1	4	27	0	6	Not freshly eaten	No remarks
2004-07-29	Pap2	A	0	3	32	0	0	No remarks	No remarks
2004-07-29	Pap2	B	3	4	49	1	0	No remarks	No remarks
2004-07-29	Pap2	C	0	6	38	10	0	No remarks	No remarks
2004-07-29	Pap2	D	0	1	52	4	0	No remarks	No remarks
2004-07-29	Pap3	A	0	0	21	3	0	No remarks	No remarks
2004-07-29	Pap3	B	0	2	51	8	0	No remarks	No remarks
2004-07-29	Pap3	C	0	0	38	10	0	No remarks	No remarks
2004-07-29	Pap3	D	2	0	13	6	0	No remarks	No remarks
2004-07-29	Pap4	A	0	0	5	0	0	No remarks	No remarks
2004-07-29	Pap4	B	0	0	4	0	0	No remarks	No remarks
2004-07-29	Pap4	C	0	3	7	0	0	No remarks	No remarks
2004-07-29	Pap4	D	0	0	6	0	0	No remarks	No remarks
2004-08-05	Pap1	A	3	1	36	11	17	Not freshly eaten	No remarks
2004-08-05	Pap1	B	1	2	16	20	10	Not freshly eaten	No remarks
2004-08-05	Pap1	C	0	1	20	30	7	Not freshly eaten	No remarks
2004-08-05	Pap1	D	1	1	28	24	10	Not freshly eaten	No remarks
2004-08-05	Pap2	A	0	1	25	22	0	No remarks	No remarks
2004-08-05	Pap2	B	0	4	47	21	1	No remarks	No remarks
2004-08-05	Pap2	C	0	0	29	22	0	No remarks	No remarks
2004-08-05	Pap2	D	0	2	23	31	0	No remarks	No remarks
2004-08-05	Pap3	A	0	0	3	18	0	No remarks	No remarks
2004-08-05	Pap3	B	0	1	22	39	0	No remarks	No remarks
2004-08-05	Pap3	C	0	0	18	36	0	No remarks	No remarks
2004-08-05	Pap3	D	0	2	9	13	0	No remarks	No remarks
2004-08-05	Pap4	A	0	0	5	0	0	No remarks	No remarks
2004-08-05	Pap4	B	0	0	2	0	0	No remarks	No remarks
2004-08-05	Pap4	C	0	0	6	0	0	No remarks	No remarks
2004-08-05	Pap4	D	0	0	4	0	0	No remarks	No remarks
2004-08-12	Pap1	A	0	0	7	33	17	No remarks	No remarks
2004-08-12	Pap1	B	0	1	6	45	10	No remarks	No remarks
2004-08-12	Pap1	C	0	0	13	41	7	No remarks	No remarks
2004-08-12	Pap1	D	0	0	9	32	10	No remarks	No remarks
2004-08-12	Pap2	A	0	1	4	41	0	No remarks	No remarks
2004-08-12	Pap2	B	0	3	11	41	0	No remarks	No remarks
2004-08-12	Pap2	C	0	1	6	41	0	No remarks	No remarks
2004-08-12	Pap2	D	0	0	4	50	0	No remarks	No remarks
2004-08-12	Pap3	A	0	0	0	12	0	No remarks	No remarks
2004-08-12	Pap3	B	0	0	4	49	0	No remarks	No remarks
2004-08-12	Pap3	C	0	0	0	41	0	No remarks	No remarks
2004-08-12	Pap3	D	0	1	2	18	0	No remarks	No remarks
2004-08-12	Pap4	A	0	0	0	3	0	No remarks	No remarks
2004-08-12	Pap4	B	0	0	2	0	0	No remarks	No remarks
2004-08-12	Pap4	C	0	0	4	0	0	No remarks	No remarks
2004-08-12	Pap4	D	0	0	3	1	0	No remarks	No remarks
2004-08-19	Pap1	A	0	0	6	34	6	No remarks	No remarks
2004-08-19	Pap1	B	0	1	6	52	15	No remarks	No remarks
2004-08-19	Pap1	C	0	1	10	43	3	No remarks	No remarks
2004-08-19	Pap1	D	0	0	6	35	14	No remarks	No remarks
2004-08-19	Pap2	A	0	0	3	35	0	No remarks	No remarks
2004-08-19	Pap2	B	0	0	11	56	0	No remarks	No remarks
2004-08-19	Pap2	C	0	0	5	53	0	No remarks	No remarks
2004-08-19	Pap2	D	0	0	3	48	0	No remarks	No remarks
2004-08-19	Pap3	A	0	0	0	12	0	No remarks	No remarks
2004-08-19	Pap3	B	0	0	4	51	0	No remarks	No remarks
2004-08-19	Pap3	C	0	0	0	41	0	No remarks	No remarks
2004-08-19	Pap3	D	0	0	2	26	0	No remarks	No remarks
2004-08-19	Pap4	A	0	0	0	3	0	No remarks	No remarks
2004-08-19	Pap4	B	0	0	0	2	0	No remarks	No remarks
2004-08-19	Pap4	C	0	0	3	4	0	No remarks	No remarks
2004-08-19	Pap4	D	0	0	0	8	0	No remarks	No remarks
2004-08-26	Pap1	A	0	0	0	37	12	No remarks	No remarks
2004-08-26	Pap1	B	0	0	2	50	13	No remarks	No remarks
2004-08-26	Pap1	C	0	0	3	47	15	No remarks	No remarks
2004-08-26	Pap1	D	0	0	1	24	10	No remarks	No remarks
2004-08-26	Pap2	A	0	0	2	38	0	No remarks	No remarks
2004-08-26	Pap2	B	0	0	6	53	1	No remarks	No remarks
2004-08-26	Pap2	C	0	0	2	49	0	No remarks	No remarks
2004-08-26	Pap2	D	0	0	3	51	0	No remarks	No remarks
2004-08-26	Pap3	A	0	0	0	12	0	No remarks	No remarks
2004-08-26	Pap3	B	0	1	1	42	0	No remarks	No remarks
2004-08-26	Pap3	C	0	0	0	41	0	No remarks	No remarks
2004-08-26	Pap3	D	0	0	4	28	0	No remarks	No remarks
2004-08-26	Pap4	A	0	0	0	3	0	No remarks	No remarks
2004-08-26	Pap4	B	0	0	0	2	0	No remarks	No remarks
2004-08-26	Pap4	C	0	0	0	1	4	No remarks	No remarks
2004-08-26	Pap4	D	0	0	0	8	0	No remarks	No remarks
2005-05-27	Pap1	A	0	0	0	0	-9999	No remarks	No remarks
2005-05-27	Pap1	B	0	0	0	0	-9999	No remarks	No remarks
2005-05-27	Pap1	C	0	0	0	0	-9999	No remarks	No remarks
2005-05-27	Pap1	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap1	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap1	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap1	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap1	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap2	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap2	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap2	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap2	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap3	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap3	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap3	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap3	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap4	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap4	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap4	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-04	Pap4	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap1	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap1	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap1	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap1	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap2	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap2	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap2	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap2	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap3	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap3	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap3	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap3	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap4	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap4	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap4	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-10	Pap4	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap1	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap1	B	4	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap1	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap1	D	5	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap2	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap2	B	0	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap2	C	0	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap2	D	0	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap3	A	0	0	0	0	-9999	No remarks	No remarks
2005-06-17	Pap3	B	0	0	0	0	-9999	No remarks	No remarks
